gene_id	gene_name	cDC1_TNFa_1	cDC1_TNFa_2	cDC1_TNFa_3	cDC1_Tumor_1	cDC1_Tumor_2	cDC1_Tumor_3	cDC1_Tumor_TNFa_1	cDC1_Tumor_TNFa_2	cDC1_Tumor_TNFa_3	cDC1_un_1	cDC1_un_2	cDC1_un_3
ENSMUSG00000001435.16	Col18a1	2	5	3	24	32	38	40	38	44	10	7	14
ENSMUSG00000001436.16	Slc19a1	122.999	118	103.001	292	354	359	279.001	319.999	399	202	204	206
ENSMUSG00000001440.6	Kpnb1	12056	11717	11894	15200	16817	18453	15724	19748	18540	13287	13980.001	12731.999
ENSMUSG00000001441.14	Npepps	3064	2921.001	3075.999	3647	4060	4632	4641.002	5600.999	5048.001	1907.001	2171	1963.999
ENSMUSG00000001444.3	Tbx21	66	65	65	46	61	76	162	201	204	66	72	69
ENSMUSG00000001445.11	Mrpl10	1370	1270	1418	1797	2054	2333	1935	2478	2436	1413	1579	1480
ENSMUSG00000001467.6	Cyp51	5931.999	5616	5910.999	3520	3920	4501	4394	5088	4818	3522.999	3824	3569.999
ENSMUSG00000001472.18	Tcf25	9493.999	9249.001	9804.001	9397.999	9975.001	11083	11836.999	13893.999	13620	8425	9169	7846.001
ENSMUSG00000001473.8	Tubb6	5716.192	5410	5784	4313	4059	4898	3437.988	3822	3808.518	6419.206	6700	6372
ENSMUSG00000001482.16	Def8	1178.001	1122	1182	1828.001	2069.002	2351	1687.001	2226	2202	1602	1741	1694
ENSMUSG00000001493.10	Meox1	0	0	1	1	2	1	2	0	0	0	0	0
ENSMUSG00000001494.7	Sost	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000001496.16	Nkx2-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497.19	Pax9	0	0	0	58.999	74	80	45	75	72	0	0	0
ENSMUSG00000001504.11	Irx2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506.11	Col1a1	17	55	18	51	62	74	97	97	98	21	43	89
ENSMUSG00000001507.17	Itga3	572.001	604	601	401	365	383	1129.999	1298	1080	402	504	455.999
ENSMUSG00000001508.16	Sgca	1	8	3	8	12	16	19	20	23	0	0	0
ENSMUSG00000001510.9	Dlx3	54	43	61	108	118	66	265	317	322	1	0	0
ENSMUSG00000001517.15	Foxm1	526	528.994	481.999	1595.999	1661.991	2048.962	940.001	1322.999	1357	2388.001	2618.995	2387.989
ENSMUSG00000001518.13	Itfg2	385.999	387.999	385	717.001	787.999	869.001	586	873.999	801.999	463.999	593.001	494
ENSMUSG00000001520.13	Nrip2	1	1	0	0	2	0	6	2	0	1	0	0
ENSMUSG00000001521.13	Tulp3	207	218	219	5871.999	6763	7446	5780.001	8028	8105	85	108.001	94
ENSMUSG00000001524.15	Gtf2h4	448	449	484.001	509.001	611.001	636	568	626.001	618	507.999	532	516
ENSMUSG00000001525.11	Tubb5	37687.807	34471.965	38526	29415	29883	31719.999	29506	36050	33763	47648.794	52294.999	52404.995
ENSMUSG00000001542.8	Ell2	2288	2102	2254	650	672.001	666	1872	2025	1719	386.001	436.999	417
ENSMUSG00000001552.15	Jup	278.001	262	287	839.999	922	927	986	1242	1308	121	186	172
ENSMUSG00000001555.11	Fkbp10	0	1	1	544	604	651	496	708	778	1	5	9
ENSMUSG00000001558.6	Klhl10	6	2	3	13	16	13	13	11	13	10	1	4
ENSMUSG00000001566.11	Mnx1	0	1	0	1	0	0	1	0	0	1	0	0
ENSMUSG00000001569.11	Nom1	1528	1530	1576	1727	1821	1969	1553	2094	1906	1624	1941	1697
ENSMUSG00000001576.16	Ergic1	2451	2204.999	2387	2682	2910	3498.999	3052	3855.001	3840.998	2103	2057	1974
ENSMUSG00000001583.14	Tnk1	0	0	0	4	0	1	4	2	2	0	1	2
ENSMUSG00000001588.13	Acap1	3692.999	3551.999	3485	1688	1537.999	2074	555	521.001	434.001	5292	5910	5161
ENSMUSG00000001604.15	Tcea3	103	114	111	131	132	170	309	386	324	76	95	55
ENSMUSG00000001622.16	Csn3	0	0	0	194	222	203	197	208	221.001	0	0	0
ENSMUSG00000001627.13	Ifrd1	7942.999	7758	8101	3139	3328.001	3269.999	7255	8112.999	7169.001	1907.001	2213.999	1904.999
ENSMUSG00000001630.14	Stk38l	890.865	879.721	907.778	941.972	1024.882	1194.879	1430.887	1709.957	1559.951	380.941	413.956	379.897
ENSMUSG00000001632.17	Brpf1	3705.999	3828.999	3749.999	2897.999	3043.999	3445	3067.001	3554	3419	3268.998	3597.001	2805.001
ENSMUSG00000001642.19	Akr1b1	3232.753	2947.635	3379.605	4393.613	4552.642	5616.42	3824.741	4767.433	4749.567	4347.35	4641.818	4299.665
ENSMUSG00000001655.7	Hoxc13	0	0	0	2	0	0	0	1	2	0	1	1
ENSMUSG00000001656.4	Hoxc11	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000001657.8	Hoxc8	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000001661.6	Hoxc6	0	0	0	3	3	6	2	6	3	0	0	0
ENSMUSG00000001663.11	Gstt1	260	260	269	370	387	256	1405	1643	1434	1	2	0
ENSMUSG00000001665.12	Gstt3	2073.563	2049.736	2250.143	1283.577	1405.222	1348.605	4182.541	4624.691	4141.893	426	468.498	423.868
ENSMUSG00000001666.9	Ddt	1784.452	1672.741	1963.728	1100.217	1133.383	1278.483	2117.104	2439.301	2411.475	707	806.923	691.575
ENSMUSG00000001670.14	Tat	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000001672.15	Marveld3	0	0	0	1	2	2	0	1	1	0	0	0
ENSMUSG00000001674.12	Ddx18	2194.369	2075.767	2277.211	3089.804	3252.657	3346.093	3875.753	4759.688	4482.35	2110.827	2301.237	2105.383
ENSMUSG00000001687.16	Ubl3	3147.999	2933.999	3158	5631	6048.999	7133.001	5871.001	7246	6883.999	3798.999	4038.999	3851
ENSMUSG00000001700.11	Gramd2b	5081	4691.999	5133.999	2970	2845.999	2779	6649	6654	5507.999	2414	2664	2532
ENSMUSG00000001707.9	Eef1e1	926	788	829	1013	1044	1162	882	1093.999	995	757	754	808
ENSMUSG00000001729.15	Akt1	15322	14627	15552.94	19971	21400	24723	22172.998	27675.999	26862.001	11830	12382.999	11945
ENSMUSG00000001739.15	Cldn15	8	5	7	5	13	7	5	7	4	2	2	4
ENSMUSG00000001741.13	Il16	1437	1429	1468	1605.741	1448.999	1996	352	369	337	4272	4801	4702
ENSMUSG00000001750.17	Tcirg1	3688	3693.999	3847.999	7608.002	8563.001	10233	6025	7543.001	7763	5866.999	6708	5038
ENSMUSG00000001751.10	Naglu	1614	1475	1503	6887	7905	8985	7077.999	9053	9052	2061	2164	2146
ENSMUSG00000001755.13	Coasy	1058	972	1019	1633	1662	1943.999	1464.001	1926	1747	1183	1322.001	1258
ENSMUSG00000001761.8	Smo	30	35	27	2066	2324	2652	2121	2765	2766	56	52	47
ENSMUSG00000001763.15	Tspan33	6578	6627	6866	1952	1832.001	2088	3415	3585	3071	5059	5470	5027.999
ENSMUSG00000001767.6	Crnkl1	1578	1488	1597	1543	1701	1803	1837	2186.001	2008	1209.001	1321	1226
ENSMUSG00000001768.17	Rin2	266	271.001	293	1659.999	1976	2096	1694	2228	2223.999	202	244	213.001
ENSMUSG00000001773.15	Folh1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000001774.9	Chordc1	3385.002	2952.999	3121.001	2643	2799	3244.999	3002	3457	3184	2535.001	2726.001	2595.999
ENSMUSG00000001783.4	Rtcb	13085	12043	13116	7478	7865	8801	7526	9037	8179	16770	17983	16770
ENSMUSG00000001785.14	Pwp1	1032	972	1023	1049	1163	1308	967	1276	1202	987	1151	954
ENSMUSG00000001786.15	Fbxo7	934.001	956	985	2797	2930.001	3362	3112	3822.999	3809	822.999	900.999	821
ENSMUSG00000001794.14	Capns1	13362.001	12663.001	13579.001	12677	13515.999	14666	14413	16764.001	16294	13073.001	14174.001	13149.998
ENSMUSG00000001802.17	Lrp3	0	0	0	3	7	7	5	7	15	0	1	0
ENSMUSG00000001804.10	Dsg4	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000001815.16	Evx2	0	0	0	0	1	1	1	0	0	0	0	0
ENSMUSG00000001819.5	Hoxd13	2	0	0	161	188	244	142	205	221	0	0	0
ENSMUSG00000001823.6	Hoxd12	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000001827.13	Folr1	0	2	0	2	5	5	4	8	8	0	0	0
ENSMUSG00000001829.18	Clpb	610.001	504.999	650	1689.999	1828	2133	1706.001	2108.001	2076.001	398.001	418	434.001
ENSMUSG00000001833.18	Septin7	5542.998	5382	5741.999	6668.999	7404.001	7988.002	7077.001	8846	7997	5345	6115	5430.999
ENSMUSG00000001844.11	Zdhhc4	879.998	870.999	886	911	989	1060.999	964	1168.998	1252.001	1097.003	1137	1027.001
ENSMUSG00000001847.15	Rac1	16835	15706	16998.001	15077	15263	16801	16704	19936.001	18608	15764	17203	16323
ENSMUSG00000001855.16	Nup214	3995	3747.999	3899	3621	3734.999	4114	3903	4702.001	4462	3395.999	3834	3356.001
ENSMUSG00000001864.14	Aif1l	2195	2093	2278	599	600	615	1321.999	1494	1261.999	38.999	24	31
ENSMUSG00000001865.3	Cpa3	1	1	1	0	0	1	1	0	1	0	0	0
ENSMUSG00000001870.17	Ltbp1	1	4	1	76.001	83	100	76	101	91	2	2	0
ENSMUSG00000001891.17	Ugp2	2190.999	1951	2056.001	11043	12918	14887	12809	17098	15479	2235.001	2365	2192.999
ENSMUSG00000001901.16	Kcnh6	0	0	0	4	2	6	39	40	37	0	0	0
ENSMUSG00000001909.17	Trmt1	2141	1945.001	2173.997	2007.001	2054.998	2463	1865	2346.999	2369.998	2557.001	2850	2449.997
ENSMUSG00000001910.6	Nacc1	7455.642	7232.955	7536.561	7014.918	7597.616	8354.712	7987.656	9754.971	8863.786	6220.968	6641.94	6372.824
ENSMUSG00000001911.17	Nfix	2398.999	2302	2473	1282	1308	1422.001	1716.999	1982	1728.016	2420	2656.027	2419.576
ENSMUSG00000001918.18	Slc1a5	4822	4654	4677.001	3403.999	3596.999	4404	2217	2782	2796	6661	7438.001	6156
ENSMUSG00000001924.16	Uba1	19184	17756.001	18837.999	20726.999	22350	24368	27808	31790	30085.999	13732	15031.001	14381
ENSMUSG00000001930.18	Vwf	102.999	98.001	85	305.001	342.999	370	355	349.001	376	1069	1241	1079
ENSMUSG00000001942.9	Siae	558.001	549	556.02	954.026	1154.042	1267	1025	1330	1204.999	656.06	638.051	609.051
ENSMUSG00000001943.9	Vsig2	5	2	0	0	0	1	3	1	1	0	1	0
ENSMUSG00000001946.15	Esam	172.999	169	169	34	45	30	142	140	114.001	2	0	0
ENSMUSG00000001948.11	Spa17	15	19	15	55	27	60	35	52	57	12	13	17
ENSMUSG00000001962.9	Fam50a	2231	2020	2234	1719.999	1769	2020	1706.001	2208	2070	2317	2361	2314
ENSMUSG00000001964.15	Emd	7544.506	7205.919	7589.341	3366.93	3469.622	3679.991	6750.929	6701.522	6092.569	4317.045	4680.707	4477.239
ENSMUSG00000001983.8	Taco1	162	146	151	549	565	649	540	664	617	149	150	153
ENSMUSG00000001985.10	Grik3	0	0	0	21	22	36	18	28	34	0	0	0
ENSMUSG00000001986.17	Gria3	137	153	143	111	118	105.001	71	106.999	112	131	134	94
ENSMUSG00000001988.10	Npas1	2	4	0	0	1	1	6	0	2	2	5	6
ENSMUSG00000001995.10	Sipa1l2	299	320	326	755	877	956	797	972	1027	125	171	143
ENSMUSG00000001998.16	Ap4e1	458	449	440	616	731.001	786	682.999	848	819.001	460.999	506.001	405.999
ENSMUSG00000001999.16	Blvra	858	792	859	904.999	992.001	1113.999	739	1041	931	934	1054	987.001
ENSMUSG00000002006.13	Pdzd4	175	163	141	264	331	383	414	483	444	175	177	189
ENSMUSG00000002007.6	Srpk3	1	1	0	1	4	3	0	3	2	2	5	4
ENSMUSG00000002010.18	Idh3g	3348	3098	3435.998	3396	3537	4159.001	3226	4037.999	3910.999	4277.999	4451	4277
ENSMUSG00000002012.14	Pnck	0	2	2	13	12	14	13	13	18	3	6	2
ENSMUSG00000002014.13	Ssr4	5439	4828	5254	3025	3185.999	3681	2900	3534.001	3406	6328	6491.999	6124.001
ENSMUSG00000002015.6	Bcap31	4163	3727	3850	5635	6415	7342	5392	6509	6261	5708	6059	5499
ENSMUSG00000002017.11	Fam98a	877	892.999	873.999	2122.001	2413	2640.999	2053	2630	2766	940	1008	907
ENSMUSG00000002020.16	Ltbp2	32	25.999	25	62	65	61	294	343	285	10	12	7
ENSMUSG00000002028.14	Kmt2a	4052	4260	3980	2436	2886.001	3032	2799	3329	2980	3889.999	4445	3492
ENSMUSG00000002031.14	Ift46	498.001	462.999	506	1215	1282.999	1438.002	1231.001	1556.001	1555.999	894	1001.997	890.001
ENSMUSG00000002032.18	Tmem25	12	13	10	156	186	202.001	189.001	244.999	218	27	26	28.001
ENSMUSG00000002033.15	Cd3g	5	8	7	0	1	1	2	5	1	12	11	17
ENSMUSG00000002043.18	Trappc6a	970	971.001	988	1891.001	2050	2369.001	2030.001	2492.999	2462	1105.001	1209.999	1122.999
ENSMUSG00000002052.7	Supt6	11569	11029	11534	10180	11251	11840	12169	14811	13316	6564	7507	6407
ENSMUSG00000002055.10	Spag5	341.019	340	344	911	1000	1103.001	442	614.999	645.001	1390	1543.001	1465
ENSMUSG00000002057.5	Foxn1	0	0	0	1	0	1	0	1	0	0	0	0
ENSMUSG00000002058.14	Unc119	2351.999	2137.001	2361.999	4686	4744	6259.999	2551	3176	3160.999	7263	7947	7482
ENSMUSG00000002059.19	Rab34	12	9	14	1302.001	1451.001	1726	1335	1701.001	1765	8	10	10.001
ENSMUSG00000002064.11	Sdf2	2382	2171.001	2257	2783	2958	3466.001	3263	3835	3505	2212	2438	2265
ENSMUSG00000002068.17	Ccne1	402	375.001	419	993	1042	1167	911	1292	1267.999	553.001	598	525
ENSMUSG00000002076.13	Hsf2bp	0	0	1	4	2	4	3	2	5	0	0	0
ENSMUSG00000002083.14	Bbc3	1938.999	1862	1830.999	1527	1826	1926	1655	1962.999	1929	2713	3011	2688
ENSMUSG00000002100.16	Mybpc3	213	184	211	41	47	43	106	108	107	36	41	48
ENSMUSG00000002102.16	Psmc3	7377	6897	7437	7385.999	7508	8880	7301.001	8881	8477.001	6839	7396.999	7025
ENSMUSG00000002103.17	Acp2	867.999	817.001	918	1459	1528.999	1743	1649	2224	2174.999	681	712	750
ENSMUSG00000002104.12	Rapsn	6	5	3	341.001	380.999	465	435	513	558.001	17	28	15
ENSMUSG00000002105.16	Slc39a13	583.999	609	558	939	1056.999	1307.001	975	1177	1236	515.999	517.999	531.999
ENSMUSG00000002107.20	Celf2	5375.998	5034.999	5261.999	8567.002	9366.999	10527.998	7363.003	9638	8930	7775.999	8766.999	7503
ENSMUSG00000002108.11	Nr1h3	22.001	18	32	18	31	29	38.999	27	29.999	16	16	25
ENSMUSG00000002109.15	Ddb2	348.001	356	328.999	329.001	325	304.999	310	364.001	402.001	417	506	376
ENSMUSG00000002111.10	Spi1	18861	17224.001	18654	7663	7099.999	8342	7318	7638	6760.999	14672	16256	15290.999
ENSMUSG00000002129.12	Sf3a1	5826	5494	5935	6864	7753	8503.001	7126	9261	8780.001	5285.999	5836.999	5467
ENSMUSG00000002147.19	Stat6	10530	9663	10354	6846.001	7209	7558	10136.001	11069	10014.999	6964.999	7924.001	7085.001
ENSMUSG00000002190.14	Clgn	77	72	76	56	43	27	42	49	49	2	2	1
ENSMUSG00000002204.10	Napsa	18029	16317	17435	9356.001	8814	10493	9244	10521	9413.999	13546	14109	13767.999
ENSMUSG00000002205.17	Vrk3	3241.002	3140	3198.001	1877.001	2069.001	2261	2102.998	2380.998	2135	2766.999	2925.001	2688
ENSMUSG00000002210.12	Smg9	1327	1314	1396.999	1118	1093.001	1360.001	1137	1433	1359	1515.001	1585	1444
ENSMUSG00000002221.12	Paxip1	1639.001	1624	1650	1429.999	1501.999	1720	1501	1776	1822.001	1663	1937	1867.001
ENSMUSG00000002222.15	Rmnd5a	3417	3170	3183	5009	5841.999	6061	5815.001	7136.999	6492	3751	4048	3565.999
ENSMUSG00000002227.16	Mov10	814.999	733.999	830.001	2354	2572	2762.001	3189.006	3496.997	3649.996	272	294	239
ENSMUSG00000002228.8	Ppm1j	521	503	498	72	77	67	83	85	86	159	164	136
ENSMUSG00000002233.14	Rhoc	1445	1366	1547	3605	4088.999	4539	4541.999	5620	5311	50.001	51	56
ENSMUSG00000002240.13	Prr27	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000002249.22	Tead3	1	1	0	309	368	461.999	329.001	410.001	472.001	0	2	3
ENSMUSG00000002250.17	Ppard	790.001	783.999	802	2533	2778	3194	2712.001	3327.001	3329	727	793.999	684.001
ENSMUSG00000002257.9	Def6	1341	1245	1342	1769	1808	2179	1405	1737.999	1718	2368.001	2610	2450
ENSMUSG00000002265.18	Peg3	0	0	0	3	3	2	0	3	1	0	0	0
ENSMUSG00000002266.18	Zim1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002274.15	Metrn	378.001	325	365.999	5781.822	6841.45	7508.491	5957.514	7620.288	7838.167	595.999	639	559
ENSMUSG00000002279.20	Lmf1	502.001	474.999	503	1013	1098.001	1312.001	1034.999	1147	1256.999	617.001	709	678.002
ENSMUSG00000002280.12	Ciao3	962	945.001	960.001	919.999	906	1051	959	1110.999	1118.001	865.002	951.001	838
ENSMUSG00000002289.17	Angptl4	2	5	3	25	27	41	56	57	48.999	5	7	7
ENSMUSG00000002297.17	Dbf4	821	786.001	825.001	936.999	927	1085	650.001	899.999	824	1580.999	1738.002	1619.999
ENSMUSG00000002307.17	Daxx	2357.001	2208	2249	3352.001	3466.001	3930	3312	3778	3543.999	2048.999	2260	2022.999
ENSMUSG00000002308.17	Cd320	158	150	157	355.001	402	474	354	445	411.001	116.001	119	113
ENSMUSG00000002319.17	Ipo4	1668.001	1504.999	1478.526	1895.999	2157.999	2534.387	1673.472	2312.132	2249.926	1546.228	1794	1603
ENSMUSG00000002320.16	Tm9sf1	3418	3288	3262.272	2835.001	2927	3406.248	3084.202	3499.621	3364.255	3577.081	3983.998	3772.999
ENSMUSG00000002324.9	Rec8	5	1	3	7	10	15	5	14	22	15	4	9
ENSMUSG00000002325.16	Irf9	2313.418	2484.011	2388.344	3356.761	3614.196	3980.365	3832.884	4426.346	4229.195	2684.589	2944.299	2510.133
ENSMUSG00000002326.7	Gmpr2	1711	1593	1641	1073.999	1158.001	1283.999	1016	1322.998	1179	2013	2092	2023.001
ENSMUSG00000002329.8	Mdp1	1187	1199	1203	1411	1470	1555.999	1593	1842.001	1816	1876	2116	1742
ENSMUSG00000002332.17	Dhrs1	1398	1253	1316	1314	1347	1547	1242.999	1432	1273	2054.999	2160.999	2130
ENSMUSG00000002341.9	Ncan	0	1	0	2	6	3	8	17	19	0	0	0
ENSMUSG00000002342.18	Tmem161a	723	720.999	717	1617	1756	1876.999	1613	2004.001	2010	955	1081.002	940
ENSMUSG00000002343.12	Armc6	248.999	239	245	322	381.001	416	279	352	341	220	241.001	246
ENSMUSG00000002345.19	Borcs8	1573.999	1412.991	1556.999	1224.001	1278.001	1430.998	1514	1749	1746	1578.001	1793	1670.001
ENSMUSG00000002346.18	Slc25a42	153	163.999	154	176	212	219	280	300.001	280	65	87	55
ENSMUSG00000002365.11	Snx9	3572	3528	3663	3457	3696	4498	2719	3346	2964	3925	4243	3862
ENSMUSG00000002372.10	Ranbp3	3546.001	3592	3683.001	5310.001	5715.001	6529	5497.999	6785	6717.999	3906	4441.001	3908
ENSMUSG00000002379.8	Ndufa11	1049	1026.999	1069.991	2198	2240	2564.999	2302	2737.001	2875	894	975	968
ENSMUSG00000002384.3	Bmp8b	4	5	6	3	3	0	11	10	7	2	2	2
ENSMUSG00000002393.15	Nr2f6	1274	1186	1229	1821	1807	2205	1884	2444.001	2316	1576.999	1734	1687.001
ENSMUSG00000002395.15	Use1	6004	5648.001	6030.001	4219.999	4155.001	4420	6238.001	6768	6494	7055	7410.001	6996.999
ENSMUSG00000002396.9	Ocel1	587.999	495	524	375	407.001	454.001	514.999	485.999	544	604	656	584.999
ENSMUSG00000002409.19	Dyrk1b	266	270	266	922	1063	1145	1014	1270	1331	450	505	471
ENSMUSG00000002413.16	Braf	1161.999	1297	1271	1809.001	2063	2336	2116.035	2685.001	2499	853	904	798
ENSMUSG00000002416.14	Ndufb2	860.872	709.767	771.752	2012.935	2053.801	2519.897	2034.85	2240.823	2306.903	874.808	928.944	855.953
ENSMUSG00000002428.13	Hltf	2121.993	2107.995	2164.996	2008.001	2247.998	2753	1762	2041	1941	3086.001	3530	2923.993
ENSMUSG00000002455.15	Prpf6	2616	2534	2559	3487	3802	4103	3998	4894	4608	2720	2998	2758
ENSMUSG00000002458.14	Rgs19	3589.001	3408.001	3561.001	1880.001	1907	2230	1742.999	1889.999	1773	4061	4404.998	4185.999
ENSMUSG00000002459.18	Rgs20	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000002475.17	Abhd3	8	13	9	169.999	178	251	218	238	226	8	13	13
ENSMUSG00000002477.6	Snrpd1	2616.982	2254.999	2504.995	1851	1794.995	2152.986	1801	2014.994	1690.997	2620.994	2793.984	2613.995
ENSMUSG00000002486.16	Tchp	292.001	315	317.999	495	523.999	552	442.001	578	606.001	338	392	341.999
ENSMUSG00000002489.17	Tiam1	2821.999	2751.999	2797	1784.001	1854	2413	1402	1638.998	1592.001	4721.999	4955	4305
ENSMUSG00000002496.11	Tsc2	2455.999	2403.001	2430.999	3071	3399.002	3723.001	3097.001	3836.001	3873.001	2269.001	2543.001	2281.001
ENSMUSG00000002500.16	Rpl3l	14	12	8	1	6	6	11	8	10	3	3	4
ENSMUSG00000002504.16	Nherf2	288.001	253.001	291	369	394	449	466	534	532.001	442	525	482.999
ENSMUSG00000002524.18	Puf60	5540	5560	5720	5775.001	6183.999	6961.999	5934.999	7614.001	7152	5323	5739	5143
ENSMUSG00000002546.18	Golga2	2586.998	2588.002	2765	4252.998	4763.999	5368.999	4468.999	5619	5437	2734	3179	2732.001
ENSMUSG00000002550.17	Uck1	1451.001	1388	1461.957	2390.968	2629.897	3000.985	2524.991	3206.966	3146.904	1748.973	1868.991	1589.933
ENSMUSG00000002565.17	Scin	9295	8992	9580	3629	3552	3151	12952	13446	11093	507	495	518
ENSMUSG00000002578.19	Ikzf4	447.002	528	562	314.999	298.999	213	381	537.001	468.001	5	4	2
ENSMUSG00000002580.8	Mien1	1459	1265	1379	1581	1595	1825	1928	2349	2155	1073	1165	1065
ENSMUSG00000002588.14	Pon1	0	0	0	1	2	0	1	0	3	0	0	0
ENSMUSG00000002602.17	Axl	10513	9034.001	9486	6476	6588.002	7990.001	2967.001	3062.999	2655.002	1959	2248	2146
ENSMUSG00000002603.16	Tgfb1	7982	7160	8402.001	3521	3497.999	4439	2161	2346	2354	9164.999	9995.001	10389
ENSMUSG00000002608.9	Ccdc97	2430	2466.001	2499.999	2720.998	3025.001	3292.002	3133.998	3469	3590	2522	2791	2624
ENSMUSG00000002617.15	Zfp40	88	107	83	138	188	210	186	213	183	124	139	100
ENSMUSG00000002625.11	Akap8l	1787	1576	1722	1962	2356.999	2438	2217	2563.001	2739.999	2058.001	2285.001	2123.001
ENSMUSG00000002633.5	Shh	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000002635.12	Pdcd2l	371.001	395	385	725	737	879.001	561	611.001	622.001	785	823	708
ENSMUSG00000002658.10	Gtf2f1	3571	3421	3393	3752	3901	4613	4032	4875	4596	2984	3387	3217
ENSMUSG00000002660.9	Clpp	794	740	802	1597	1721	2036	1686	1991	2039	840	940	838
ENSMUSG00000002661.15	Alkbh7	357	341	352	544	683.001	697	681	792	803.999	349	362.999	343.999
ENSMUSG00000002664.3	Pspn	0	1	0	0	1	1	2	1	0	2	0	0
ENSMUSG00000002668.9	Dennd1c	1485	1543	1569.001	1240	1129	1431	735.001	702.999	644	4212.001	4685	3773
ENSMUSG00000002679.15	Med6	522.001	525	443.001	707.001	739.999	866	764	925.001	863.999	491.999	545	469.999
ENSMUSG00000002688.9	Prkd1	0	3	0	2	0	1	2	2	4	0	0	0
ENSMUSG00000002699.14	Lcp2	885.001	767	887	891	864	1088	256	263	270	618	679	666
ENSMUSG00000002718.15	Cse1l	3053.999	2786	2861.999	2846	3072.999	3490	2895	3704.001	3490.001	2566	2742	2513
ENSMUSG00000002728.15	Naa20	1244.538	1196.078	1166.772	1309.312	1424.863	1638.464	1501.075	1821.412	1720.447	961.325	1093.29	897.405
ENSMUSG00000002731.7	Prkra	1846	1634	1887	1122	1129	1326	1348	1574	1477	1802	2005	1868
ENSMUSG00000002732.15	Fkbp7	37	28	21	319	333	394	311	399	384	88	86	83
ENSMUSG00000002733.9	Plekha3	1074	998	1054	3707	4072	4592	3843	5074	4779	645	722	689
ENSMUSG00000002741.10	Ykt6	4209	4044	4176	5888	6546	7148	6657	8001	7392	3585	3872	3525
ENSMUSG00000002748.8	Baz1b	7727	7398	7360	8593.999	9425	9659	7636	9738.999	8906	8231	9221	8292
ENSMUSG00000002763.17	Pex6	2358	2231	2153	2593.999	2860	3345	3085	3649	3518	2192	2431	2255
ENSMUSG00000002767.14	Mrpl2	1069	1022	1034	1487.999	1639.999	1982	1527	1869	2009	1353.999	1464.001	1423
ENSMUSG00000002768.9	Mea1	2712.001	2595	2800.001	2759.001	2846	3042	3280	3884.001	3991	2123	2321	2253
ENSMUSG00000002769.10	Gnmt	34	41	39	15	4	14	22	34	33	10	19	8
ENSMUSG00000002771.13	Grin2d	747	729	763	275.989	255	219	362	411.001	419	17	25	22
ENSMUSG00000002778.15	Kdelr1	3215	2949	3258	3605	3841	4379	4111.001	5147.999	5259	3746.999	4188	3817.001
ENSMUSG00000002781.20	Tmem143	434	379.999	401.001	979.001	1122.999	1275	962.999	1349	1322.001	575	629	589
ENSMUSG00000002791.19	Pdxk-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002797.10	Ggct	174.001	165.999	149	198.999	234	275	193	281	241.999	179	192	138
ENSMUSG00000002799.7	Jag2	4209	4343.999	4377.998	2850	2714	3092.999	3678	3601.999	3257	5739	6078.999	5232.001
ENSMUSG00000002803.15	Btbd6	367.001	352	336.999	478	485	522	546	599	665	409.999	405.001	437.001
ENSMUSG00000002804.5	Nudt14	809	716	787	852	892	1051.001	908	1064.001	1074.001	855	860.001	828
ENSMUSG00000002808.8	Epdr1	1	0	0	1249.999	1436	1778	1420	1890	1839	3	1	0
ENSMUSG00000002812.5	Flii	11994	11708	12259.001	7059.999	7368.001	8391	9317	10575.999	9560	7644	8421.999	7866
ENSMUSG00000002814.16	Top3a	640.999	626	613	636.999	712	709	684	868.001	802	532.999	588.999	501.999
ENSMUSG00000002820.7	Atg4d	749	797	750.001	1006	1152	1262	1238	1428	1398.999	661.001	742.999	626.999
ENSMUSG00000002825.9	Qtrt1	251.001	222.001	232.001	275	290	413.001	233	337	313.001	344.001	381	315
ENSMUSG00000002831.16	Plin4	0	1	1	0	0	4	1	2	1	4	4	1
ENSMUSG00000002833.12	Hdgfl2	2299.001	2371	2378.001	3700.001	4053.002	4501	4333.999	5429.001	5244	2351	2684	2328
ENSMUSG00000002835.10	Chaf1a	1815	1917	1941	2195	2418	2736	2070	2732	2559.999	2342	2488	2363
ENSMUSG00000002844.10	Adprh	5510	5104	5244	5006	5138	5571	6154	6980	6651	3775	4043	3940
ENSMUSG00000002845.15	Tmem39a	9472.999	10173	10179.002	2366	2643.001	2399	6735	6600.001	5924	558.999	595.001	553
