gene_id	gene_name	NC_1	NC_2	NC_3	NC_4	pi5_1	pi5_2	pi5_3	pi5_4
AKAP3	AKAP3	232	200	224	174	152	121	157	175
AKAP4	AKAP4	1279	1124	1111	939	939	885	843	891
AKAP5	AKAP5	39	20	18	9	17	18	11	28
AKAP6	AKAP6	516	376	397	297	374	331	326	326
AKAP7	AKAP7	2509	1811	1858	1476	1684	1479.001	1374	1475.999
AKAP8	AKAP8	4980	3436	3879	3146	3430	2922	2852	2871
AKAP8L	AKAP8L	4056	3103	3553	2979	2865	2428	2481	2549
AKAP9	AKAP9	5692	4632	4524	3746	3426	3797	3344	3950
AKIP1	AKIP1	1349	1017.001	1109	1072	1004	782.001	960.999	920
AKIRIN1	AKIRIN1	7023	5350	5285	4334	4882	4291	3934	4458
AKIRIN2	AKIRIN2	3618	2580	2655	2166	2364	2096	1908	2041
AKNA	AKNA	441	388	372.999	304	319	269	246	284
AKNAD1	AKNAD1	15	12	22	18	20	9	24	17
AKR1A1	AKR1A1	1640	1347	1428	1155	1206	1058	929	934
AKR1B1	AKR1B1	1770	1233	1242	1001	997	918	793	886
AKR1D1	AKR1D1	0	3	0	1	0	2	0	0
AKR1E2	AKR1E2	1839	1277	1287	1029	1201	1079	919	1067
AKT1	AKT1	2812	2202	2216	1790	1851	1649	1417	1738
AKT1S1	AKT1S1	953	838	785	657	748	645	533	630
AKT2	AKT2	3537	3144	2850	2381	2528	2477	1894	2243
AKT3	AKT3	705	543	546	487	466	459	344.001	453
AKTIP	AKTIP	8499	5984.999	6190	5100	5960	4826	4906	5080
ALAD	ALAD	2100	1650	1671	1331	1462	1321	1222	1318
ALAS1	ALAS1	2851	2239	2166	1778	1868	1657	1372	1782
ALAS2	ALAS2	0	0	0	0	0	0	0	0
ALB	ALB	0	0	0	0	0	0	0	0
ALCAM	ALCAM	6908	5087	5121	4719	5376	4516	4478	4751
ALDH16A1	ALDH16A1	2185	2025	2078	1664	1692	1511	1193	1384
ALDH18A1	ALDH18A1	11862.001	8943	9357	7738	8589	7729	6905.001	8081
ALDH1A1	ALDH1A1	5	6	4.002	7	6	1	4	6
ALDH1A2	ALDH1A2	50	36	27	17	16	19	19	29
ALDH1A3	ALDH1A3	0	0	2	0	0	0	0	0
ALDH1A4	ALDH1A4	269	184	146.053	140	192	140	155	150
ALDH1A5	ALDH1A5	1.001	1	2.001	1	2	0	2	3.001
ALDH1A6	ALDH1A6	3885.999	2623	2701.944	2107	2492	1933	1819	2261.999
ALDH1B1	ALDH1B1	1	1	5	0	1	0	0	0
ALDH1L1	ALDH1L1	702	474	570	478	458	426	398	540
ALDH1L2	ALDH1L2	121	99	104	80	113	72	70	85
ALDH2	ALDH2	7478	5470	5522	4548	4946	3994	3849	4287
ALDH3A2	ALDH3A2	11720	9119.001	9349	7518.999	8145	7042.001	6530	7326.999
ALDH3B1	ALDH3B1	28	27	32	20	21	16	17	15
ALDH4A1	ALDH4A1	3496	2877	2973	2283	2576	2409	1787	2267
ALDH5A1	ALDH5A1	2755	1814	2048	1711	1853	1529	1508	1630
ALDH6A1	ALDH6A1	9090	6985	7688	6266	6845	5944	5588	6074
ALDH7A1	ALDH7A1	13783	9643	9510	8043	9511	7760	7401	8399
ALDH8A1	ALDH8A1	7420	5215	5246.999	4333	4744	4136	3885.001	4426.999
ALDH9A1	ALDH9A1	393	335	305	299	273	260	206	262
ALDOA	ALDOA	91877	69399.999	72143	56827.001	64401	56526	51650	55326
ALDOB	ALDOB	2837	1614	1843	1432	1534	1331	1412	1354
ALDOC	ALDOC	607	488	601	493	510	436	379	398
ALG1	ALG1	1587	1106	1212	1107	1184	1027	1038	1052
ALG10	ALG10	3479	2484	2612	2126	2276	2234	2064	2154
ALG11	ALG11	4371	3091	3354	2894	3234	2663	2575	2853
ALG12	ALG12	3640	3036	3449	2927	2736	2598	2218	2402
ALG14	ALG14	515	267	260	319	355	215	279	262
ALG2	ALG2	4225	2837	3019	2778	3038	2544	2512	2711
ALG3	ALG3	989	757	835	728	680	649	550.001	553
ALG5	ALG5	5768	3613	3899	3823	4314	3223	3577	3774
ALG6	ALG6	0	0	0	0	0	0	0	0
ALG8	ALG8	2199	1695	1835	1597	1735	1471	1373	1581
ALG9	ALG9	3303	2386	2460	2134	2335	2115	1883	2118
ALK	ALK	1	0	0	0	0	1	0	0
ALKAL1	ALKAL1	1	0	1	2	0	2	3	0
ALKAL2	ALKAL2	0	0	0	0	0	0	0	0
ALKBH1	ALKBH1	1806	1285	1419	1078	1169	1102	986	1101
ALKBH2	ALKBH2	1526.999	1148.001	1268	1050.999	1107.001	896.999	885	932
ALKBH3	ALKBH3	716	557	523	439.001	498	363.001	382	414.999
ALKBH4	ALKBH4	1096	882	933	721	749	614	570	664
ALKBH5	ALKBH5	3670	2737.18	2686	2246	2729	2107	1931.001	2194
ALKBH6	ALKBH6	379	269	309	264	261	238	195	206
ALKBH7	ALKBH7	664	431	468	376	396	354	313	353
ALKBH8	ALKBH8	818	520	587	390	436	419	397	481
ALLC	ALLC	5	0	6	1	3	1	2	1
ALMS1	ALMS1	4089	3303	3454	2771	2702	2594	2516	2674
ALOX12B	ALOX12B	0	0	0	0	0	0	0	0
ALOX5	ALOX5	40	32	33	37	43	41	40	18
ALOX5AP	ALOX5AP	1	0	0	0	0	1	0	1
ALOXE3	ALOXE3	43	17	26	15	22	23	11	29
ALPK1	ALPK1	221.001	152	137	121	125	147	103	153
ALPK2	ALPK2	6	11	3	4	3	5	2	2
ALPK3	ALPK3	9	5	17	4	2	2	2	10
ALPL	ALPL	6	5	8	6	6	10	3	6
ALS2	ALS2	2012	1484	1469	1212	1274	1130	1143	1257
ALS2CL	ALS2CL	904	688	676	509	562	529.001	458	628
ALX1	ALX1	1	4	0	0	1	0	2	2
ALX3	ALX3	0	0	0	0	0	0	1	0
ALX4	ALX4	16	10	10	7	7	2	3	6
ALYREF	ALYREF	9117	5877	6388	5493	5643	4460	4785	4656
AMACR	AMACR	1496	978	1028	844	908	810	733	785
AMBP	AMBP	220	154	195	126	141	158	115	105
AMBRA1	AMBRA1	2179	1903	1904.999	1510	1474	1294.001	1175.001	1408
AMD1	AMD1	11565	8878	8421	6804	7996	7059	6381	7732
AMDHD1	AMDHD1	6	3	2	0	3	2	0	1
AMDHD2	AMDHD2	738	549	605.999	523.999	596	455	446.999	487
AMELX	AMELX	0	0	0	0	0	0	0	0
AMER2	AMER2	0	1	0	0	2	0	0	0
AMER3	AMER3	98	101	105	69	90	73	85	72
AMFR	AMFR	20779	14821	16446	14345	15399	12730	13204	13742
AMH	AMH	463	295	355	289	257	249	216	261
AMHR2	AMHR2	4	5	7	6	6	8	0	3
AMIGO1	AMIGO1	2846	1986	2097	1823	2016	1707	1578	1810
AMIGO3	AMIGO3	296	228	260	186	242	179	187	159
AMMECR1	AMMECR1	1194	966	911	786	864	784	656	808
AMMECR1L	AMMECR1L	9203	7012	7210	5882	6237	5739.001	5429	5755.999
AMN	AMN	1888	1365.001	1548	1325	1464	1158.001	1128	1102
AMN1	AMN1	71	44	46	57	50	41	35	47
AMOT	AMOT	3282.999	2171	2075	1889	2085.001	1785.001	1397	1875.999
AMOTL1	AMOTL1	6708	5133	4654	4009	4264	3729	3430	3958
AMOTL2	AMOTL2	14118	10863	10935	9006	9623	8665	7714	8791
AMPD1	AMPD1	5	2	0	5	3	2	3	3
AMPD2	AMPD2	3365	3170	3395	2594.001	2518	2370	1984.001	2153
AMPD3	AMPD3	1297	960	929	879	909	801	712	875
AMPH	AMPH	326	241	233	203	237	234	197	198
AMT	AMT	63	44	45	46	46	26	41	33
AMZ1	AMZ1	6	2	4	2	1	1	2	1
ANAPC1	ANAPC1	4312	2963.999	2941	2406	2830	2436	2211	2724
ANAPC10	ANAPC10	492	231	345	297	294	205	225	269
ANAPC11	ANAPC11	1539	1010	993.993	856	1000.988	686	823.001	823.001
ANAPC13	ANAPC13	2227	1452	1607	1263	1440	1204	1159	1218
ANAPC15	ANAPC15	1112	748	832.001	766.999	762	613	658.001	690
ANAPC16	ANAPC16	2440	1808	1788	1434	1750	1301	1273	1495
ANAPC2	ANAPC2	2452	2056	2078	1610	1822	1613	1401	1565
ANAPC4	ANAPC4	5062	3709	3733	3079	3291	2808	2870	3029
ANAPC5	ANAPC5	3321	2585	2568	2140	2352	2105	1789	2171
ANAPC7	ANAPC7	2712	2085	2046	1809	1884	1612	1379	1674
ANG	ANG	556	314	405	320	450	328	337	315
ANGEL1	ANGEL1	1356	1205	1234	1009	967	1023	876	943
ANGEL2	ANGEL2	2995	2426.001	2600	2080.998	2144.999	2103.999	1827.999	1925.001
ANGPT1	ANGPT1	319	261	204	232	239	199	175	205
ANGPT2	ANGPT2	0	1	0	1	0	0	1	0
ANGPT4	ANGPT4	1	1	1	1	3	0	0	0
ANGPTL1	ANGPTL1	0	0	0	0	0	0	0	0
ANGPTL2	ANGPTL2	390	296	284	252	294	223	220	250
ANGPTL3	ANGPTL3	8	1	2	2	1	0	2	0
ANGPTL4	ANGPTL4	413	312	316	264	330	265	209	254
ANGPTL5	ANGPTL5	0	0	1	0	0	0	0	0
ANGPTL6	ANGPTL6	0	0	0	0	2	1	0	0
ANGPTL7	ANGPTL7	3	2	1	2	0	2	0	1
ANGPTL8	ANGPTL8	0	0	0	0	0	0	0	0
ANHX	ANHX	8	15	8	7	9	12	7	6
ANK1	ANK1	410	282	243	254	229.001	224	205.999	255.001
ANK2	ANK2	154	92	112	117	98	94	106	103
ANK3	ANK3	5432.999	3871.999	4082.001	3309.001	3766	3427.001	2949	3536
ANKAR	ANKAR	0	0	1	0	0	0	0	0
ANKDD1A	ANKDD1A	441	319	373	257	287	267	272	259
ANKDD1B	ANKDD1B	20	19	9	23	12	5	18	11
ANKEF1	ANKEF1	241	148	160	136	135	139	115	121
ANKFN1	ANKFN1	0	0	0	0	0	0	0	0
ANKFY1	ANKFY1	620	665	601	493	401	493	388	479
ANKH	ANKH	943	669	700	547	656	517	555	574
ANKHD1	ANKHD1	7814	6380	6526	5193	5277	4919.999	4583	4908.999
ANKIB1	ANKIB1	5456.001	4299.999	4743.001	3809	3821.001	3479	3341.999	3636.999
ANKK1	ANKK1	11	3	10	6	5	3	3	5
ANKLE1	ANKLE1	3211	2886	3226	2552	2332	2238	2199	2071.999
ANKLE2	ANKLE2	8134	6076	6187	5250	5962	5262	4809	5204
ANKMY1	ANKMY1	0	0	0	2	1	0	0	0
ANKMY2	ANKMY2	6349	5237	5547	4590	4819	4201	3819	4067
ANKRA2	ANKRA2	1546	1087	1352	1032	1050	928	943	990
ANKRD1	ANKRD1	122	90	100	75	93	56	61	93
ANKRD10	ANKRD10	6520	5152	5504	4502.999	4664.001	4214.001	4036.001	4139
ANKRD11	ANKRD11	7019	5665	5329	4381	4295	4587	4170	4784
ANKRD12	ANKRD12	2630.999	2076	2109	1741	1811	1699	1583	1869
ANKRD13A	ANKRD13A	3238	2579	2365	1962	2293	1913.001	1820.001	1976
ANKRD13B	ANKRD13B	229.001	207.001	237	190	178	200	145	147
ANKRD13C	ANKRD13C	1782	1439	1597	1245	1289	1157	987	1136
ANKRD16	ANKRD16	1096	797	806	656	782	665	635	721
ANKRD17	ANKRD17	4804.111	3916	3845	3215.001	3253	3003	2738.556	3108.001
ANKRD2	ANKRD2	22	18	16	10	14	6	9	14
ANKRD22	ANKRD22	714	511	566	456	497	439	396	410
ANKRD23	ANKRD23	244	195	207	183	155	171	144	141
ANKRD24	ANKRD24	16	17	17	12	24	9	13	7
ANKRD26	ANKRD26	3986	3039	3424	2715.999	2611	2583	2515.999	2596.001
ANKRD27	ANKRD27	11741.001	8482	8785.999	7066	7968.999	7036	6744	7360.001
ANKRD28	ANKRD28	4900	3588	3524	2843	3494	2874	2804	3144
ANKRD29	ANKRD29	2	7	6	9	0	2	4	1
ANKRD31	ANKRD31	90	70	65	41	58	56	57	58
ANKRD33	ANKRD33	0	0	0	0	0	0	0	0
ANKRD33B	ANKRD33B	4381	3531	3452	2704	3299	2861	2499	3086
ANKRD34A	ANKRD34A	57	36	41	28	37	39	24	15
ANKRD34B	ANKRD34B	4	2	1	4	2	0	6	3
ANKRD34C	ANKRD34C	2	0	0	0	0	0	1	0
ANKRD35	ANKRD35	136	109	140	109	90	78	88	92
ANKRD37	ANKRD37	149	116	141	118	126	72	97	79
ANKRD39	ANKRD39	989	686	693	627	686	580	508	521
ANKRD40	ANKRD40	7646	5887	5767	4694	5138	4707	4317	4940
ANKRD42	ANKRD42	47	38	20	18	25	13	16	14
ANKRD44	ANKRD44	1197	971	876.999	719.001	857.001	765	718	817
ANKRD45	ANKRD45	118	64	83	72	75	43	56	87
ANKRD46	ANKRD46	3060	2159	2219.999	1939	2005	1819	1679	1974
ANKRD49	ANKRD49	1662	1236	1337	1140	1377	1090	1045	1035
ANKRD50	ANKRD50	1208	989	1018	794	815	830	731	832
ANKRD52	ANKRD52	4033	3528	3468	3019	2835	2806	2342	2676
ANKRD53	ANKRD53	457	497	556	405	408	305	348	401
ANKRD54	ANKRD54	2566	2030	1974	1607	1898	1614	1326	1597
ANKRD55	ANKRD55	0	0	0	0	0	1	1	1
ANKRD6	ANKRD6	31	25	19	26	39	9	20	20
ANKRD60	ANKRD60	0	0	0	0	0	0	0	0
ANKRD61	ANKRD61	36	24	29	30	40	29	27	26
ANKRD63	ANKRD63	2	0	4	1	2	0	0	1
ANKRD65	ANKRD65	0	0	0	0	0	0	0	0
ANKRD66	ANKRD66	0	0	3	0	1	0	4	2
ANKRD7	ANKRD7	0	0	0	0	0	0	0	2
ANKRD9	ANKRD9	151	123	111	87	63	69	61	77
ANKS1A	ANKS1A	1533.999	1188	1273	985	1090	994	919	954
ANKS1B	ANKS1B	0	0	0	0	0	0	0	0
ANKS3	ANKS3	1955	1454	1528	1244	1474	1143	1143	1217
ANKS4B	ANKS4B	511	316	324	220	245	195	205	241
ANKS6	ANKS6	1705	1344	1427	1108	1204	997	969	1066
ANKUB1	ANKUB1	4	1	1	2	1	3	1	2
ANKZF1	ANKZF1	3244	2554	2709	2151	2242	2021	1795	1945
ANLN	ANLN	9752	8170	8297	7144	6911	6510.999	5552.001	6321
ANO1	ANO1	2351	1965	2244	1846	1896	1670	1550	1558
ANO10	ANO10	1202	920	870	709	815.221	765	670	797
ANO2	ANO2	30	25	24	26	32	24	17	19
ANO3	ANO3	12	5	11	9	3	13	3	4
ANO4	ANO4	27	26	18	16	21	15	17	16
ANO5	ANO5	10154	7246	7643	6712	7031	6133	5911.001	6331
ANO7	ANO7	3	3	3	2.001	1	4	2	4
ANO8	ANO8	218	210	248	182	147	159	132	145
ANO9	ANO9	599	476	558	462	380	391	383	353
ANOS1	ANOS1	666	459	550	366	479	417	399	408
ANP32A	ANP32A	14648	8821	9293	7960	8822	6764	7466	7733
ANP32B	ANP32B	12308	7738	8017	7105	7421	5894	6441	6155
ANP32E	ANP32E	34180.526	24900.255	24361.999	19475.898	22310.045	19763.443	17881.206	21529.309
ANPEP	ANPEP	1281	1037	1134	874	984	781	890	744
ANTKMT	ANTKMT	2706	1974	2206.001	1947	1991.999	1623.998	1666.001	1713.001
ANTXR1	ANTXR1	31	16	19	10	16	23	15	9
ANTXR2	ANTXR2	6066	4130	4406	3975	4271	3701	3480	3765
ANTXRL	ANTXRL	4	4	6	4	1	3	6	11
ANXA1	ANXA1	41442	30513	29014	23214	28993	24795	22735	25973
ANXA10	ANXA10	0	0	0	0	0	0	0	0
ANXA11	ANXA11	7253	5714	5459	4551	4926	4551	3845	4441
ANXA2	ANXA2	175169	125144	130575	111148	124478	101361	98952	105808
ANXA3	ANXA3	328	185	225	148	172	156	171	139
ANXA4	ANXA4	27880.001	20109	19652.001	16236	18157	15293	14596	15835
ANXA5	ANXA5	7706	5827	5851	4910	5448	4622	4166	4605
ANXA6	ANXA6	2945	2328	2253	1814	2012	1787	1586	1705
ANXA9	ANXA9	7	3	3	1	5	1	2	1
AOC1	AOC1	39	32	34	22	30	22	31	27
AOPEP	AOPEP	3129	2135	2264	1900	1958	1630	1560	1678
AOX1	AOX1	9	9	6	8	10	1	6	3
AOX2	AOX2	14	8	3	5	10	6	4	5
AOX4	AOX4	1	0	0	1	0	0	0	0
AP1AR	AP1AR	3369	2640	2668	2216	2544	1952	2022	2188
AP1B1	AP1B1	2508	2149	2077	1701	1773.999	1594	1315	1544.999
AP1G1	AP1G1	12792.999	10112	9666.001	7873	8847	7915	7023.001	8240
AP1G2	AP1G2	703	586	637	488	483	417	382	408
AP1M1	AP1M1	9190	6998	6883	5582	6190	5599	4883	5878
AP1M2	AP1M2	16	7	7	5	5	18	5	5
AP1S1	AP1S1	3524	2435	2589	1976	2371	1980	1811	2030
AP1S2	AP1S2	3091	1989	1876	1706	1967	1665	1622.001	1748
AP1S3	AP1S3	70	43	49	38	67	47	50	41
AP2A1	AP2A1	1215	1157	1312.266	1127	1010	951	876	814
AP2B1	AP2B1	6885	5142	4967	4279	4872	4074.001	3603	4165
AP2M1	AP2M1	11113	9164	8889	7113	7988	7054	6032	7065
AP2S1	AP2S1	2718	1882	2129	1781	2046	1440	1570	1495
AP3B1	AP3B1	4072.999	2714	2784	2381.999	2710	2217	2060	2431.999
AP3B2	AP3B2	358	280	286	242	226	220	200	254
AP3D1	AP3D1	7559	5667	5346	4543	5288	4468	4029	4724
AP3M1	AP3M1	8484	6230	5957	5060	5825	5091	4432	5359
AP3M2	AP3M2	1548	1184	1171	1009	1023	887	836	961
AP3S1	AP3S1	1475	927	985	884	920	669	745	806
AP4B1	AP4B1	1922	1393	1587	1258	1341	1107	1098	1124
AP4E1	AP4E1	3177	2669.001	2629.999	2149	2267	2058	1990	2148
AP4M1	AP4M1	512	382	394	366	346	307	258	259
AP4S1	AP4S1	582	348	399	386	369	321	285	344
AP5B1	AP5B1	119	90	83	114	72	86	65	63
AP5M1	AP5M1	2509	1761	1602	1338	1566	1395	1260	1445
AP5S1	AP5S1	40	25	40	25	34	26	18	40
AP5Z1	AP5Z1	3015	2488	2484	2117	2087	2016	1781	2019
APAF1	APAF1	3442	3015	2988	2325	2550	2268	2057	2277
APBA1	APBA1	11	0	12	5	1	6	8	6
APBA2	APBA2	39	24	32	15	30	22	21	24
APBA3	APBA3	1015	844	841	674	656	622	547	539
APBB1	APBB1	303	219	237	164	221	197	141	175
APBB1IP	APBB1IP	0	0	0	0	0	0	0	0
APBB2	APBB2	1582	1262	1322	969	1166	1050	880	990
APBB3	APBB3	502.001	397	476	378	379	353	306	338
APC	APC	10556	7917	8170.001	6213	6981	6546	5898	6894
APC2	APC2	24	17	11	15	13	9	16	16
APCDD1	APCDD1	737	508	527	475	472	388	369	496
APCDD1L	APCDD1L	1	0	0	4	0	0	0	0
APEH	APEH	3196	2477	2417	2067	2211	1857	1672	1862
APELA	APELA	10	12	6	3	7	6	6	10
APEX1	APEX1	7147	5415	5327	4411	4955.001	4181	3856	4142
APEX2	APEX2	371	323	324	275	288	235	213	279
APH1A	APH1A	3049	2253	2452	2190	2293	1822	1772	2039
APH1B	APH1B	7108	5016	5108	4536	4929	4051	4086	4356
API5	API5	13738	10125	9945	7627	9235	8200	7345	8940
APIP	APIP	623	465	478	413	421	355	348	383
APLF	APLF	664	520.999	541	370	455	404	340	442
APLN	APLN	1824	1341	1373	1190	1333	1119	1037	1258
APLNR	APLNR	0	0	0	0	0	0	0	0
APLP1	APLP1	722.001	612	613	563.001	534	520	451	448.001
APLP2	APLP2	62775	50985	51216	41973.001	45750.001	42033	39059	43271
APMAP	APMAP	8358	5839	6287	5425	5951	4844	4975	5327
APOA1	APOA1	414	255	346	229	280	259	240	213
APOA2	APOA2	3	5	5	4	1	2	2	3
APOA4	APOA4	157	122	120	93	77	100	77	60
APOA5	APOA5	2	6	7	9	6	2	0	5
APOB	APOB	25569	22167	22015	17912	17598	18677	16171	18638
APOBEC1	APOBEC1	0	1	0	0	0	0	0	0
APOBEC2	APOBEC2	0	0	0	0	0	0	0	0
APOBEC4	APOBEC4	0	0	0	0	1	0	0	0
APOBR	APOBR	48	38	24	28	26	29	38	32
APOC2	APOC2	87	50	42	39	49	35	43	35
APOC3	APOC3	6	7	7	7	3	4	2	2
APOD	APOD	0	0	0	0	0	0	0	0
APOE	APOE	1679	1366	1650	1391	1385	1210	1067	1118
APOF	APOF	33	34	35	37	25	29	25	22
APOH	APOH	26	23	14	13	12	12	20	7
APOLD1	APOLD1	240	167	172	147	134	127	110	171
APOM	APOM	40	12	24	28	24	24	28	10
APOO	APOO	436	164	242	206	191	130	163	197
APOOL	APOOL	6960	4400.999	4717.999	4068	4379.001	3736.999	3628.001	3915.999
APP	APP	17596	12379	12918	11075	12485	10759	9822	11081
APPBP2	APPBP2	8520	5846	5809	4671	5324	4693	4062	5076
APPL1	APPL1	2947	2230	2199	1741	1996	1839	1630	1859
APPL2	APPL2	1292	1088	1170	943	883	796	787	845
APRT	APRT	637	478	490	403	444	394	315	395
APTX	APTX	1813	1289	1266	1050	1113	1027	988	1045
AQP1	AQP1	0	1	1	1	0	2	1	4
AQP10	AQP10	2	2	0	0	0	0	0	0
AQP11	AQP11	146	93	111	91	82	69	74	101
AQP2	AQP2	0	0	0	0	0	0	0	0
AQP3	AQP3	498	318	387	319	361	284	296	255
AQP4	AQP4	0	0	0	0	0	0	0	0
AQP5	AQP5	3	3	1	1	6	2	0	0
AQP6	AQP6	0	0	0	0	0	0	0	0
AQP7	AQP7	242	163	208	148	189	137	116.999	157
AQP8	AQP8	4	1	7	11	5	4	4	5
AQP9	AQP9	85	67	79	61	74	45	55	45
AQR	AQR	5067	3862	3733	3096	3510	3098	2816	3228
AR	AR	1	1	6	0	0	1	0	1
ARAF	ARAF	715.001	578	600	544.001	540.001	508	474	499.999
ARAP1	ARAP1	856	668	718	564	584	508	413	514
ARAP2	ARAP2	67	55	65	51	33	44	25	38
ARAP3	ARAP3	2422.999	2051	2242	1877.999	1908	1867	1717	1617.001
ARC	ARC	5	6	6	5	3	2	7	4
ARCN1	ARCN1	12440	9377	9073	7147	8450	7262	6435	7790
AREG	AREG	0	0	0	0	0	0	0	0
AREL1	AREL1	4201.999	3279	3459.001	2933	3097	2901	2449.001	2842
ARF1	ARF1	9059.998	5255	5501.057	4910	5419	3882.999	4494	4572
ARF3	ARF3	7214	5712	5271	4449	4538	4321	3682	4450
ARF4	ARF4	11025	7603	7766	6323	7023	5916	5626	6129
ARF5	ARF5	20	7	10	4	5	10	6	6
ARF6	ARF6	8387	5885	5903	4982	5558	4643	4289	4802.875
ARFGAP1	ARFGAP1	7323	5421	5631	4335	5001	4442	4110	4473
ARFGAP2	ARFGAP2	4645	4026	4011	3264	3536	3188	2507	3039
ARFGAP3	ARFGAP3	1276	791	877	749	813	603	573	683
ARFGEF1	ARFGEF1	3498.001	2616	2812	2165	2498	2225	2103	2257
ARFGEF2	ARFGEF2	8893	6906	6924	5544	6306	5499	4986	5915
ARFGEF3	ARFGEF3	2161	1816	1892	1503	1577	1481	1396	1583
ARFIP1	ARFIP1	4435	2967	3055	2410	3025	2411	2339	2666
ARFIP2	ARFIP2	3263	2639	2598	2170	2396	2138	1731	2053
ARFRP1	ARFRP1	8886	7075	6727	5316	6655	5482	4782	5741
ARG1	ARG1	5	3	10	2	2	1	3	0
ARG2	ARG2	6210	4261	4332	3656	4161	3532	3436	3701
ARGLU1	ARGLU1	5732	4252	4501	3761	4064	3435	3309	3499
ARHGAP1	ARHGAP1	962	813	781	682	655	674	505	602
ARHGAP10	ARHGAP10	880	622	647	512	539	455	405	465
ARHGAP11A	ARHGAP11A	24484	18610	19367	15642	16908	15020	14289	15377
ARHGAP12	ARHGAP12	1787	1349	1361	1083	1261.999	1051.001	998	1163
ARHGAP15	ARHGAP15	0	0	0	1	0	0	0	0
ARHGAP17	ARHGAP17	2082	1706.999	1539	1370.001	1404	1289.001	1076	1199.001
ARHGAP18	ARHGAP18	5981	4554	4532	3513	4242	3506	3195	3818
ARHGAP19	ARHGAP19	2232	1812	1764	1363	1555	1319	1334	1385
ARHGAP20	ARHGAP20	226	162	159	136	148	153	152	130
ARHGAP21	ARHGAP21	5788	4558	4647.001	3842.999	4085	3844.999	3428	3838
ARHGAP22	ARHGAP22	2310	1865	1921	1484	1662	1482	1232	1413
ARHGAP23	ARHGAP23	608	526	515	419	439	396	364	444
ARHGAP24	ARHGAP24	408	297.939	356	289	272	286	289	211
ARHGAP25	ARHGAP25	631	489	576	457.999	467	466	457	421
ARHGAP26	ARHGAP26	693	559	531	443	452	428	411	474
ARHGAP27	ARHGAP27	243	192	172	168.999	184	147	133	115.001
ARHGAP28	ARHGAP28	1867	1383	1418	1064	1224	1088	1029	1217
ARHGAP30	ARHGAP30	2	2	4	2	1	0	0	0
ARHGAP31	ARHGAP31	975	754	724	607	749	636	605	652
ARHGAP32	ARHGAP32	2002	1763	1647.999	1325	1571.001	1366	1185.999	1336.001
ARHGAP33	ARHGAP33	913	936	1026	827	732	732	667	655
ARHGAP35	ARHGAP35	1366	1148	984	861	839	933	730	979
ARHGAP36	ARHGAP36	3	3	0	0	0	0	0	0
ARHGAP39	ARHGAP39	793	640	608	547	507	480	435	465
ARHGAP4	ARHGAP4	9	8	4	6	14	14	13	11
ARHGAP40	ARHGAP40	13	17	13	12	5	4	8	10
ARHGAP42	ARHGAP42	1276	937	888	712	834	835	685	786
ARHGAP44	ARHGAP44	7	3	6	12	4	2	1	2
ARHGAP45	ARHGAP45	1752	1516	1480	1226	1184.999	1109.999	1092	1178.001
ARHGAP5	ARHGAP5	7800	5734	5628	4403	5063	4686	3941	4966
ARHGAP6	ARHGAP6	79	57	62	57	48	55	65	47
ARHGAP8	ARHGAP8	1527	1167	1203	940	1137	889	855	883.001
ARHGAP9	ARHGAP9	8	16	19	8	8	6	16	4
ARHGDIA	ARHGDIA	13143.001	10572	9532	8192	9076.999	8256	7041	7899.999
ARHGDIB	ARHGDIB	88	60	61	52	38	47	52	49
ARHGDIG	ARHGDIG	3277	2590	2560	2121	2252	2046	1652	1872
ARHGEF1	ARHGEF1	4359.001	3896	4012	3248	3131	2922	2499	2969
ARHGEF10	ARHGEF10	860	599.999	665	561	581	540	469	562
ARHGEF10L	ARHGEF10L	1797	1380	1385	1087	1286	1223	1060	1238
ARHGEF11	ARHGEF11	3996.001	3534.001	3634.001	3072.001	2811	2724	2391.999	2750.999
ARHGEF12	ARHGEF12	6688	5152	4986	4118	4715	4258	3642	4351
ARHGEF15	ARHGEF15	9	8	0	4	5	4	6	0
ARHGEF17	ARHGEF17	2819	2308	2079	1882	1939	1819	1660	1767
ARHGEF18	ARHGEF18	3740	3002	2725	2266.001	2607.001	2299	1971	2368
ARHGEF19	ARHGEF19	73	68	51	50	49	68	52	54
ARHGEF2	ARHGEF2	3379.999	2435.999	2503.001	2107	2194	2090	1762.999	2188
ARHGEF25	ARHGEF25	16	13	20	20	11	19	17	17
ARHGEF26	ARHGEF26	15	12	20	15	18	9	18	13
ARHGEF28	ARHGEF28	4153.001	3276.887	3255	2626	2893.999	2539	2442	2767
ARHGEF3	ARHGEF3	741	524	626	474	510	398	383	483
ARHGEF33	ARHGEF33	14	11	10	11	8	16	9	9
ARHGEF37	ARHGEF37	19	13	21	14	15	20	17	14
ARHGEF38	ARHGEF38	2	0	0	0	0	0	0	1
ARHGEF39	ARHGEF39	1743.001	1376.001	1600	1345	1338.001	1189	1095	1129
ARHGEF4	ARHGEF4	139	134	110.999	90	117	95	80	79
ARHGEF40	ARHGEF40	3654	3101	3195.999	2527	2356	2394	2017.001	2452
ARHGEF5	ARHGEF5	1625	1429	1321	1024	1228	1014	932	978
ARHGEF6	ARHGEF6	16	15	17	18	20	7	10	11
ARHGEF7	ARHGEF7	1330	982	1025	845	866	747.001	762	769.001
