#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_mpa_vJan25.metaphlan	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_mpa_vJan25.metaphlan	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_mpa_vJan25.metaphlan	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_mpa_vJan25.metaphlan	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_mpa_vJan25.metaphlan
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sangeribacter|s__Sangeribacter_muris|t__SGB27763	0.75688	0.37323	0.75338	0.82674	2.55939	0.23417	1.92852	2.03984	0.64619	0.0927
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Muricaecibacterium|s__Muricaecibacterium_torontonense|t__SGB33579	0.75622	1.12446	0.0	0.0	0.0	0.50614	0.01693	1.14169	0.0	2.1774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28889|s__GGB28889_SGB41570|t__SGB41570	0.7459	0.00778	0.2355	0.54841	0.10087	0.1027	0.10301	0.06771	0.01159	0.00387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41545|t__SGB41545	0.61726	0.36864	2.79576	2.46597	1.02724	1.09904	0.2022	0.417	0.30384	3.54684
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557|t__SGB43557	0.61078	0.49159	0.52799	0.44068	0.80591	0.60529	0.68747	0.35715	0.59553	0.78992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238|t__SGB102238	0.58539	0.39847	0.87853	0.30248	1.47167	0.18116	0.40306	0.64266	0.04536	0.24029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28866|s__GGB28866_SGB41538|t__SGB41538	0.5413	1.12907	0.0	0.0	0.0	3.34263	0.60101	1.14742	0.0	2.4631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186|t__SGB63186	0.53003	0.48462	0.09761	0.1155	0.20104	0.44102	0.66038	0.2125	0.09065	0.58854
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36|t__SGB43253	0.5252	1.25246	0.0	0.0	0.0	0.58942	1.06707	0.35868	0.0	0.72363
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB46159|s__GGB46159_SGB63927|t__SGB63927	0.51704	0.95613	1.48308	0.85766	2.14229	0.16802	0.30573	0.67738	2.87643	0.43198
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985	0.50376	0.04013	0.07704	0.05261	0.15248	0.03255	0.0302	0.09366	0.02181	0.07102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB63230|t__SGB63230	0.4687	0.30013	0.00274	0.50969	0.0	1.30853	0.08628	0.59664	0.25607	1.37141
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Bacillota_unclassified_SGB43541|t__SGB43541	0.46238	0.43093	0.06783	0.07773	0.05135	1.14929	1.03124	0.48356	0.0392	1.09994
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971|t__SGB43504	0.3939	0.39111	0.20996	0.08931	0.66077	0.98206	1.28018	0.2306	0.02422	0.88086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41609	0.3935	0.03606	0.0755	0.18526	0.17144	0.09801	0.29907	0.22393	0.0	0.04271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB30297|s__GGB30297_SGB43261|t__SGB43261	0.39017	0.2117	0.0	0.02392	0.0	0.5325	0.2947	0.12333	0.0	0.65711
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	0.3235	0.33439	0.0	0.0	0.0	0.22486	0.38114	0.12501	0.0	0.49514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7272	0.31379	1.03528	2.34548	4.97362	3.75712	4.10564	1.70565	5.36241	0.10798	1.08959
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB59842	0.29977	0.0	0.00019	0.05343	0.0073	0.03029	0.01999	0.07717	0.0	0.00048
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Bacillota_unclassified_SGB63211|t__SGB63211	0.29703	0.38705	0.0	0.15172	0.0	0.40879	0.14746	0.20144	0.2123	0.51679
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491|g__GGB45602|s__GGB45602_SGB63314|t__SGB63314	0.29576	0.10676	0.0	0.0	0.0	0.01745	0.4102	0.04506	0.0	0.00759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93|t__SGB43003	0.28393	0.83458	0.50732	0.16787	0.79581	0.4753	0.64619	0.13436	0.18977	0.5899
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41480	0.25815	0.16541	0.33433	0.73632	1.81105	0.41933	1.3142	0.5129	0.00966	0.11268
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Senimuribacter|s__Senimuribacter_intestinalis|t__SGB41482	0.25586	0.02023	0.15882	0.36811	0.49358	0.07377	0.65331	0.3445	0.02155	0.00402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45512|s__GGB45512_SGB63184|t__SGB63184	0.24939	0.13683	0.19602	0.19093	0.1941	0.23857	0.57033	0.1801	0.40825	0.15641
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	0.22616	0.13913	0.25665	0.24959	0.29232	0.3512	0.24694	0.16648	0.11718	0.29381
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28829|s__GGB28829_SGB41485|t__SGB41485	0.22578	0.04038	0.0	0.0	0.0	0.03428	0.0	0.01224	0.0	0.00738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Otoolea|s__Otoolea_SGB41644|t__SGB41644	0.22364	0.1119	1.31506	0.54316	0.98086	0.39333	0.12104	0.14836	0.0987	0.77288
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28945|s__GGB28945_SGB41650|t__SGB41650	0.22069	0.02928	0.07452	0.21471	0.15725	0.08857	0.45107	0.12214	0.0	0.0128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41586	0.21358	0.03293	0.10065	0.05665	0.04873	0.2236	0.03925	0.08725	0.0	0.04815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41546|t__SGB41546	0.21342	0.22997	3.3313	0.38384	2.12525	0.68049	0.70572	0.09209	0.07709	0.52948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi|t__SGB41410	0.20938	0.0	0.0	0.03393	0.0	0.05116	0.04912	0.0023	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451|t__SGB41451	0.19494	0.08162	0.33827	0.3513	0.33612	0.01767	0.02043	0.53144	0.00313	0.0678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii|t__SGB7041	0.18153	0.0441	0.10914	0.28968	0.57313	0.04755	0.0	0.03271	0.0	0.0143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28968|s__GGB28968_SGB41679|t__SGB41679	0.17409	0.26938	0.63032	0.40894	0.59864	0.39008	0.1844	0.19715	0.0319	0.51442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41511	0.17238	0.10452	0.0	0.00066	0.0	0.19224	0.50635	0.25232	0.0	0.23683
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola|t__SGB33554	0.17074	0.03656	0.0	0.0	0.0	0.21915	0.16148	0.05892	0.0	0.1341
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_54|t__SGB29418	0.16728	0.01265	0.1522	0.34758	0.76613	0.01884	0.18238	0.01233	0.01026	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28862|s__GGB28862_SGB41532|t__SGB41532	0.16421	0.40136	0.0	0.0	0.0	2.24436	0.67319	0.82299	0.05962	1.90989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28879|s__GGB28879_SGB41559|t__SGB41559	0.1569	0.06448	0.00119	0.01064	0.0	0.18817	0.11232	0.10792	0.02458	0.12144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila|t__SGB7270	0.1565	0.05376	0.02297	0.02718	0.03601	0.14184	0.3732	0.05983	0.0	0.12022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41647	0.15448	0.17105	0.22296	0.1843	0.56227	0.1856	0.06358	0.13119	0.03422	0.13261
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30450|s__GGB30450_SGB43508|t__SGB43508	0.15019	0.0	0.26476	0.27708	0.0	0.77262	0.18735	0.0	0.17106	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB41431|t__SGB41431	0.14557	0.00051	0.02614	0.06794	0.04551	0.00981	0.0	0.02244	0.0	0.00166
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502|t__SGB43502	0.14513	0.78582	1.33745	0.57947	1.16093	0.16325	0.11134	0.10328	0.3707	0.06931
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	0.13911	0.0	0.00687	0.04733	0.01628	0.09665	0.36107	0.12637	0.0	0.00442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30301|s__GGB30301_SGB43265|t__SGB43265	0.12015	0.21713	0.29074	0.27231	0.23398	0.47569	0.08262	0.04215	0.08696	0.35371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28784|s__GGB28784_SGB41437|t__SGB41437	0.11159	0.08058	0.0	0.0	0.0	0.31046	0.17099	0.08819	0.0	0.38486
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	0.11151	0.19171	0.0663	0.0	0.01124	0.19859	0.0	0.04885	0.20139	0.29689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45624|s__GGB45624_SGB63337|t__SGB63337	0.10939	0.16738	0.53946	0.37089	0.47735	0.43907	0.06005	0.09897	0.13134	0.40871
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__SGB82507	0.10903	0.12987	0.0	0.0	0.0	0.18816	0.37899	0.03364	0.0	0.2422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63370|t__SGB63370	0.10448	0.06511	0.16665	0.12457	0.26875	0.09568	0.10563	0.02012	0.0433	0.06954
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514|t__SGB43514	0.10134	0.49215	0.0	0.0036	0.0	0.89745	0.38644	0.26566	0.43273	0.00523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28765|s__GGB28765_SGB41414|t__SGB41414	0.09816	0.0	0.0	0.00434	0.0	0.01379	0.09404	0.026	0.0	0.00063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB109672	0.09162	0.00129	0.01722	0.03767	0.02947	0.00926	0.0	0.00804	0.0	0.00207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41677|t__SGB41677	0.09018	0.01264	0.041	0.08377	0.14006	0.01997	0.04888	0.02704	0.0	0.00284
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	0.08656	0.04889	0.22778	0.42022	0.31556	0.01472	0.0185	0.02823	0.00478	0.02509
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB45635|s__GGB45635_SGB63349|t__SGB63349	0.08576	0.07284	0.08378	0.08257	0.09711	0.10254	0.0565	0.06417	0.07138	0.10818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216|t__SGB63216	0.07853	0.04985	0.0	0.00549	0.0	0.15299	0.10575	0.04181	0.00504	0.08825
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium|t__SGB42958	0.07806	0.11826	0.0	0.0	0.0	0.09106	0.04762	0.06526	0.0	0.25662
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41416	0.07701	0.01154	0.03607	0.07328	0.02938	0.16741	0.01632	0.10906	0.0	0.02795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB59899	0.07128	0.02681	0.08118	0.19994	0.24548	0.1022	0.06099	0.15565	0.00598	0.02829
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27878|s__GGB27878_SGB40312|t__SGB40312	0.071	0.14579	0.26268	0.13535	0.62585	0.06461	0.01336	0.06886	0.51412	0.07841
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	0.06818	0.06212	0.13336	0.08535	0.16571	0.11392	0.13194	0.04869	0.00949	0.05445
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A4|t__SGB5158	0.06815	0.08085	0.84361	0.0	0.64016	0.32437	0.0	0.14037	0.0	0.17664
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523|t__SGB43523	0.06743	0.18883	0.0	0.0	0.0	0.37206	0.47235	0.11114	0.0	0.26507
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41402	0.0649	0.01334	0.0	0.0	0.0	0.05401	0.09189	0.003	0.0	0.03022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28869|s__GGB28869_SGB41543|t__SGB41543	0.06169	0.14041	0.26052	0.25051	0.29374	0.1208	0.09831	0.07739	0.01348	0.15335
k__Bacteria|p__Firmicutes|c__CFGB77250|o__OFGB77250|f__FGB77250|g__GGB30414|s__GGB30414_SGB43453|t__SGB43453	0.054	0.04763	0.22191	0.09945	0.28397	0.21896	0.03701	0.08683	0.04237	0.18911
k__Bacteria|p__Firmicutes|c__CFGB78699|o__OFGB78699|f__FGB78699|g__GGB45566|s__GGB45566_SGB63261|t__SGB63261	0.05337	0.09269	0.13127	0.11476	0.28113	0.14862	0.26142	0.19231	0.25394	0.1905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552|t__SGB43552	0.05269	0.0147	0.01288	0.0512	0.01037	0.04783	0.01587	0.03598	0.00751	0.10836
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris|t__SGB33553	0.05175	0.08339	0.0	0.0	0.0	0.03846	0.05576	0.05309	0.0	0.12759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28916|s__GGB28916_SGB41612|t__SGB41612	0.0507	0.0	0.13509	0.81517	0.29367	0.00225	0.0	0.38303	0.0	0.03386
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB70594|s__GGB70594_SGB95034|t__SGB95034	0.04978	0.05078	0.07201	0.03943	0.04798	0.059	0.18358	0.02975	0.00351	0.07063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4|t__SGB43257	0.04714	0.02209	0.0	0.0	0.0	0.03204	0.10894	0.01941	0.0	0.01911
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris|t__SGB7273	0.04556	0.02287	0.0	0.0	0.0	0.07862	0.04965	0.06516	0.0	0.03034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30460|s__GGB30460_SGB43527|t__SGB43527	0.04323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2997|o__OFGB2997|f__FGB2997|g__GGB128694|s__GGB128694_SGB159148|t__SGB159148	0.04278	0.05181	0.12224	0.0477	0.18797	0.15862	0.01184	0.04243	0.03193	0.11889
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28927|s__GGB28927_SGB41625|t__SGB41625	0.04219	0.03198	0.02779	0.0382	0.03126	0.11865	0.01951	0.17476	0.0019	0.01795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB102277|t__SGB102277	0.04147	0.00196	0.0	0.0	0.0	0.03086	0.02767	0.01488	0.0	0.0014
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB94870	0.03963	0.0	0.0	0.00062	0.00025	0.00186	0.01502	0.01449	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB102176|t__SGB102176	0.0393	0.16227	0.08181	0.05769	0.16478	0.09036	0.03047	0.04234	0.03214	0.12237
k__Bacteria|p__Firmicutes|c__CFGB78576|o__OFGB78576|f__FGB78576|g__GGB30520|s__GGB30520_SGB43608|t__SGB43608	0.03829	0.03479	0.0	0.0	0.0	0.05303	0.00257	0.03132	0.0	0.04036
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790|s__GGB28790_SGB41443|t__SGB41443	0.03785	0.04121	0.0	0.0	0.01785	0.11911	0.05218	0.03223	0.0	0.03467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28928|s__GGB28928_SGB41627|t__SGB41627	0.03573	0.0275	0.44386	0.40937	0.40883	0.02913	0.03009	0.06666	0.00378	0.0125
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Bacillota_unclassified_SGB43550|t__SGB43550	0.03278	0.08226	0.11009	0.13773	0.12144	0.11333	0.05645	0.07479	0.03351	0.07955
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB30090|s__GGB30090_SGB63356|t__SGB63356	0.03039	0.06586	0.0	0.0	0.0	0.043	0.03535	0.01471	0.0	0.03827
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42601|s__GGB42601_SGB59797|t__SGB59797	0.02826	0.01843	0.04634	0.07641	0.05641	0.0659	0.0005	0.04667	0.00078	0.05527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43494|t__SGB43494	0.02559	0.08095	0.02512	0.04428	0.09754	0.05187	0.0095	0.0535	0.03232	0.05905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB140903|s__GGB140903_SGB63218|t__SGB63218	0.02551	0.05336	0.0	0.01631	0.0	0.0076	0.10647	0.22401	0.0	0.24588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41617	0.02495	0.00121	0.08587	0.12731	0.03532	0.0463	0.00248	0.04146	0.0	0.00933
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Bacillota_unclassified_SGB43543|t__SGB43543	0.02451	0.02103	0.17073	0.2434	0.0763	0.07726	0.01517	0.12942	0.21456	0.20807
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichales_unclassified|g__Erysipelotrichales_unclassified|s__Erysipelotrichales_bacterium|t__SGB44464	0.02429	0.0	0.00033	0.01625	0.05617	0.0	0.00134	0.04175	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329|t__SGB42354	0.02397	0.0	0.0	0.0	0.0	0.0	0.0	0.01649	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70852|s__GGB70852_SGB95305|t__SGB95305	0.02387	0.88762	0.2471	0.39621	0.46983	0.00432	0.01235	0.35896	1.91917	8e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30303|s__GGB30303_SGB43268|t__SGB43268	0.02364	0.02915	0.06268	0.05098	0.07735	0.0613	0.01492	0.00243	0.00459	0.05687
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28954|s__GGB28954_SGB41662|t__SGB41662	0.0234	0.03959	0.03049	0.03032	0.04314	0.02229	0.01145	0.05419	0.00419	0.03141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30286|s__GGB30286_SGB43248|t__SGB43248	0.02233	0.03924	0.0	0.2388	0.0	0.05302	0.06463	0.02878	0.042	0.00576
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_cocleata|t__SGB6748	0.02029	0.00237	0.00093	0.0	0.00593	0.00714	0.02223	0.0	0.0003	0.00584
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941|f__FGB28941|g__GGB42619|s__GGB42619_SGB59815|t__SGB59815	0.02028	0.16061	0.71662	0.68814	0.74746	0.05934	0.84415	0.09333	0.16078	0.13524
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30302|s__GGB30302_SGB43267|t__SGB43267	0.01957	0.047	0.18933	0.18398	0.18585	0.14887	0.00903	0.04402	0.05893	0.09142
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri|t__SGB7095	0.01932	0.00111	0.0	0.0	0.0	0.0	0.0	0.02111	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_aquisgranensis|t__SGB41548	0.01861	0.03358	0.01714	0.00864	0.0236	0.06888	0.04612	0.0361	0.00104	0.04443
k__Bacteria|p__Firmicutes|c__CFGB12479|o__OFGB12479|f__FGB12479|g__GGB28814|s__GGB28814_SGB41469|t__SGB41469	0.01807	0.10143	0.19074	0.109	0.19171	0.07514	0.05171	0.06966	0.01054	0.11261
