gene_id,gene_name,cDC1_TNFa_1,cDC1_TNFa_2,cDC1_TNFa_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000022771.18,Ppil2,3871.002,3705.997,4120,3727,3912,3522,4115.30281667971,0.04718201103334105,0.04355249765778829,0.25983147613775176,0.3009830364662366,NS
ENSMUSG00000028675.13,Pnrc2,3351,3261,3435,3338,3558,3328,3626.340400966182,-0.04184727684848727,0.03871604272977536,0.2598293062243076,0.3009830364662366,NS
ENSMUSG00000026815.15,Gfi1b,14,10,18,21,18,17,17.947884751140688,-0.2567644803270126,0.31213031327326596,0.2598796279654491,0.3010084494580646,NS
ENSMUSG00000028397.14,Kdm4c,934,929.001,945,896,903,839,1137.781770446766,0.06793088709303825,0.06268675988110411,0.26043953883473986,0.30162654810280565,NS
ENSMUSG00000035378.18,Shq1,280,282,254,276,302.999,288,414.85046830026766,-0.0976424305075888,0.09113108123835445,0.26094542484814115,0.3021819598155713,NS
ENSMUSG00000056493.10,Foxk1,3008,3078,3105,2815,3099,2815,3041.879652243033,0.05444030150773465,0.05049158914232863,0.2629017252959372,0.304416709849072,NS
ENSMUSG00000057667.8,Bloc1s3,676,644,590,547,602,624,770.7192524249598,0.08272599140488696,0.07704738736636503,0.2630422869437844,0.3045487579124295,NS
ENSMUSG00000040034.16,Nup43,236,215,237,223,248,265,311.13680346157065,-0.10679425863061087,0.10070867726852893,0.2631339863251286,0.304624212619362,NS
ENSMUSG00000053334.7,Ficd,224,221,241,208,226,192,271.19176058848336,0.10496106534830389,0.09889744633111162,0.26329072912451523,0.30477494380411374,NS
ENSMUSG00000039148.6,Sart1,5807.001,5665,5691.001,5670.001,6135,5656,5860.945316354347,-0.04112955115227795,0.03834987797810028,0.2634310794631363,0.30490667125039755,NS
ENSMUSG00000020974.7,Pole2,241.545,221.029,212,206.959,250.97,270.952,228.64836845015614,-0.1172980003716432,0.11167435302713441,0.26399044480021394,0.3055233095788003,NS
ENSMUSG00000018322.11,Tomm34,2412,2438.001,2550,2197,2544,2292,2439.1295748616585,0.05387367503836203,0.0501042295466182,0.264189766518488,0.3057231773588429,NS
ENSMUSG00000033287.18,Kctd17,853.999,794.999,816.001,811.999,925,827,1911.1197958461473,-0.07060132870056474,0.06570770756019892,0.2642464699865802,0.3057579821499295,NS
ENSMUSG00000028901.14,Gmeb1,770,818.001,841.001,764.001,787,708.001,728.8448389104597,0.08168121497551054,0.07624997225968413,0.2642800188074201,0.30576599052550174,NS
ENSMUSG00000036552.20,Ermard,780.702,740.045,746.112,763.072,837.371,763.407,734.0483677787928,-0.07369393488661642,0.06866860992067998,0.26450926267148206,0.30600038920578565,NS
ENSMUSG00000073728.11,Tmem51os1,18,11,6,14,16,16,33.876197163904834,-0.24867355842894626,0.30160354440849557,0.2657207259145979,0.30737091726375815,NS
ENSMUSG00000028344.13,Invs,473,407.001,438.001,401,438,384,613.010024481446,0.08419780468028944,0.0789287249293227,0.26579243516087125,0.3074228981619948,NS
ENSMUSG00000005682.10,Pan2,1044,1110.999,1103.001,1095,1305,1006,1020.9190358815794,-0.0741573186367921,0.06930520711045236,0.26584452112118917,0.3074521740391394,NS
ENSMUSG00000020311.18,Erlec1,1052,1000.001,1027,955.001,977,975,1396.18022660398,0.060573553866015394,0.05652359706829148,0.2659766550714171,0.3075740110961815,NS
ENSMUSG00000040548.17,Tex2,921.001,882,923.001,876,866,811,2391.61263419056,0.0714878664283093,0.06680620767634023,0.2660944834506374,0.3076792823948917,NS
ENSMUSG00000042541.11,Sem1,6136,5775,5872,5629,5816,5630,6370.416800646817,0.03732880426673227,0.035085227105843095,0.2661536170341355,0.30771667180859624,NS
ENSMUSG00000046985.12,Tapt1,406,420.001,415,443,479,384.999,1062.4113960100385,-0.08554494397489627,0.08034053765178772,0.26640502400521643,0.30797633047940204,NS
ENSMUSG00000042472.12,Zfp410,846.999,843.001,873.002,898,971.002,787,1109.230482603876,-0.0648685181048358,0.060604363406897746,0.2664382904620479,0.3079837818980971,NS
ENSMUSG00000059326.8,Csf2ra,10408.001,10413.999,10663.001,9787,10451.001,9027.001,6994.224351243712,0.08298460676734527,0.0779758603379104,0.2670998263220019,0.3087173936241115,NS
ENSMUSG00000004319.16,Clcn3,1545,1595,1574,1638.999,1787,1443.001,1953.0219048648132,-0.059802417787231624,0.05604430237366723,0.26802846181498247,0.30975954378235143,NS
ENSMUSG00000024528.9,Srfbp1,468.999,439.001,486.999,484,536,444.001,483.28306454836417,-0.08159788791456267,0.07681658986913392,0.2682021109009319,0.3099290368798833,NS
ENSMUSG00000028464.17,Tpm2,23,27,23,31,29,31,23.42666016748261,-0.22444947409558497,0.2568856142480393,0.2683562935752849,0.3100760031319175,NS
ENSMUSG00000019792.9,Trmt11,294,240.999,267,248,260,223,279.27095876783926,0.10537966678308326,0.10058183884124514,0.26894017380231244,0.3107193898553128,NS
ENSMUSG00000037278.10,Tmem97,390,356,366.919,322,358,350,520.1428441925839,0.08703483919956945,0.08237558544137187,0.26969081138276124,0.311555290453546,NS
ENSMUSG00000053398.12,Phgdh,144,169.42,169,164.915,138,127.925,1224.5164479423868,0.12597373689977734,0.12250066752375546,0.2699256932494805,0.31179526562556936,NS
ENSMUSG00000032902.2,Slc16a1,457,471,439,509,483,441,1157.63281278015,-0.08135171633617998,0.07690042398287875,0.2701529258095662,0.3120263575810952,NS
ENSMUSG00000052291.11,5330438D12Rik,110,114,101,121,153,94,91.56055294245797,-0.15796970454700215,0.15956493937628105,0.2703298189622464,0.31219926693588207,NS
ENSMUSG00000097221.2,1810049J17Rik,153,166,108,126,109,118,123.07727174945347,0.19055898854383013,0.2033898424771291,0.27058515987100384,0.31246273036994543,NS
ENSMUSG00000023393.16,Slc17a9,107.999,70.001,96.999,109,117,96,71.95589371045413,-0.18737967232870353,0.19893295676430314,0.2708686540454922,0.31275864800446324,NS
ENSMUSG00000003184.16,Irf3,1923,1815,1828,1839.999,2161.001,1739,1954.0357715446535,-0.05739534013517442,0.05421162723499038,0.2717561423229866,0.3137518381555254,NS
ENSMUSG00000046731.6,Kctd11,351,322,390,353,395,400,318.3989580336518,-0.11719693966920504,0.11368142048222221,0.2721853803349121,0.31421581606371723,NS
ENSMUSG00000091102.2,5830462I19Rik,24,29,12,23,25,37,23.74773426515777,-0.24511525279315532,0.30187856890578363,0.27273660733921024,0.31482051287456286,NS
ENSMUSG00000073889.11,Il11ra1,306.999,256.865,299.754,251.785,291,257,688.6922173324311,0.08686285858832765,0.08280722856058043,0.2730470084763844,0.3151471301974392,NS
ENSMUSG00000036646.14,Man1b1,7498,6850,7089.001,6761,7069.999,6717,6537.89562357666,0.03978922981603241,0.03787139890656114,0.27310684608045876,0.31518451392380986,NS
ENSMUSG00000052336.9,Cx3cr1,40,37,29,41,33,50,100.76208879269933,-0.18737325352396542,0.20078240587738877,0.27414952499645395,0.3163560441698604,NS
ENSMUSG00000044442.12,N6amt1,398,354,431.999,434,416,405,529.7201007695865,-0.09631492449009267,0.0926399894860678,0.27493449176275264,0.31722998079900405,NS
ENSMUSG00000028040.8,Efna4,11,10,6,12,16,8,100.5402598148222,-0.24972458153335864,0.3163042907616829,0.2763548926031235,0.3188368564012526,NS
ENSMUSG00000021668.16,Polk,213.999,223,224,216.999,270.999,215.001,722.6511222949341,-0.09694875072013481,0.09361705014441543,0.2765543480107328,0.31903491844557413,NS
ENSMUSG00000070327.16,Rnf213,5784,5382,5225,5032,5640,4859,8675.263847100276,0.05795877673358963,0.05529731118378497,0.2765877950949657,0.31904145163992886,NS
ENSMUSG00000023781.3,Hes7,37,40,37,31,24,39,145.11360730199436,0.19109231518166017,0.20779114395041334,0.27667970361791844,0.31911541147494554,NS
ENSMUSG00000047710.9,Champ1,1612,1492,1595,1464,1644,1361,1459.6426082672413,0.052986582011221486,0.05061859076860087,0.2770403977266043,0.3194993358536304,NS
ENSMUSG00000020538.16,Srebf1,2603.001,2579.999,2545.999,2520.153,2812.001,2565.001,2753.78155874987,-0.04649042647592201,0.04459876965273839,0.2783867707791727,0.32101981209652936,NS
ENSMUSG00000022551.9,Cyc1,3013,2831,2986.001,2762,3016.001,2670,4795.05129540175,0.04396831655773798,0.04228085777227638,0.27912490593441414,0.3218386680233836,NS
ENSMUSG00000024287.9,Thoc1,906.999,815,852,789.999,896,735.001,890.4250049882482,0.06777849338216949,0.06507050591970442,0.2791617834734583,0.32184887144836566,NS
ENSMUSG00000031889.10,Phaf1,589,562,580,539,575,510,747.9062949194347,0.0701549397252504,0.06745565093121246,0.2796664560789061,0.3223983450611464,NS
ENSMUSG00000038930.12,Rccd1,250.001,247.001,281.999,237,250.999,225,254.09113009220547,0.10056402605078787,0.09800734440962675,0.2797200939076305,0.3224278095102711,NS
ENSMUSG00000074925.5,Ptar1,569,598,481,606,707,464,876.6690328373326,-0.10913459053458253,0.10705311070096131,0.27993590183692035,0.3226441795436471,NS
ENSMUSG00000058704.10,Memo1,754,741,726.001,757.999,806,748.999,952.7863825781706,-0.07258804792679953,0.0699324305763119,0.28031930063111093,0.3230536460404503,NS
ENSMUSG00000029346.13,Srrd,697,648.999,638,579,686.001,593.001,663.8413131402751,0.07333717218810941,0.07077752804162812,0.281047374091013,0.3238602104051282,NS
ENSMUSG00000020657.17,Dnajc27,44,51,51,42,41,42,304.6437165340417,0.16501714394759312,0.17329341242621543,0.28128803449030587,0.32410500702911726,NS
ENSMUSG00000021597.17,Slf1,256.999,251.999,240,256,278,262,309.83584775367825,-0.09750181328077118,0.09518496805985789,0.28136148392115723,0.32415711045115364,NS
ENSMUSG00000038020.6,Rapgefl1,11,12,12,11,8,6,19.477912584950356,0.2565463921532874,0.33917991144238546,0.28147325130062645,0.3242533451730632,NS
ENSMUSG00000061650.7,Med9,925,787,857,868,870,926,1035.8110082167168,-0.06967769074730058,0.06727848013147535,0.2817009612736035,0.3244831114760547,NS
ENSMUSG00000018574.15,Acadvl,2497,2342,2469,2410,2538,2500.999,3233.768681841128,-0.0449720803804237,0.04348319997091434,0.28197848982553636,0.32477021049815785,NS
ENSMUSG00000031112.11,Stk26,54,36,41,50,50,55,36.08437603566201,-0.19339666525009766,0.21486275817137046,0.2823789692118667,0.3251988470022932,NS
ENSMUSG00000034110.9,Kctd7,179,165,207,180,211,200,305.71832313604267,-0.1080809992991156,0.10660615880712597,0.2827425564527021,0.325584915337583,NS
ENSMUSG00000003573.16,Homer3,386,369,340,360.999,374,415.999,1088.3371351592411,-0.08581373502945441,0.08350963344482687,0.2827816933520805,0.3255973312706247,NS
ENSMUSG00000031197.12,Vbp1,1801,1670,1753,1748,1911,1677,2004.7783614321281,-0.04624716030044711,0.04478698328690452,0.2829572420459707,0.325734136382344,NS
ENSMUSG00000070291.5,Ddx43,22,31,21,30,29,34,24.21161841676411,-0.22446664270993966,0.269847731152028,0.28293428362511336,0.325734136382344,NS
ENSMUSG00000038422.3,Hdhd3,17,16,16,29,17,16,30.201992780624852,-0.2280047650599214,0.27719712883782244,0.28326648606378924,0.3260574438121985,NS
ENSMUSG00000028261.14,Ndufaf4,510.001,379.999,410,443,489,445,557.1473676135365,-0.09445326328266507,0.09244174803978927,0.2833344340151265,0.3261029674046003,NS
ENSMUSG00000038914.16,Dido1,2910.999,3108,2883.001,2824.999,3092,2500.999,2807.5412535181076,0.06214628643483727,0.06018918453257212,0.2837017756818362,0.32649303368956956,NS
ENSMUSG00000053469.15,Tg,21,23,25,24,13,18,127.30247394855411,0.2099175700284574,0.24353836796188177,0.28390523720052213,0.32669444220599214,NS
ENSMUSG00000034274.12,Thoc5,1461.001,1333,1443,1245,1450.001,1318,1822.5906820766716,0.05771050272574678,0.055967039825867114,0.2844323243929312,0.3272681744493015,NS
ENSMUSG00000030231.12,Plekha5,1624.998,1556,1624.002,1480.206,1646,1396,2856.7066273954188,0.06701057439674245,0.06509170500461209,0.2847921064795659,0.3276493095586469,NS
ENSMUSG00000021131.15,Erh,5180.927,4883.849,5002.388,4621.797,5066.923,4812.581,5022.344094594922,0.03477211148458253,0.03401726462794073,0.28490119040465256,0.32774197249214837,NS
ENSMUSG00000028969.11,Cdk5,1035,970,941,981,1145,925.999,1271.7992203519655,-0.06377237152984985,0.06196443041342778,0.2851667604024406,0.32801461581701147,NS
