gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000102869.4	Norad	15771.233	13921.693	16981.317	9890.589	13703.734	15852.78	10193.654	14878.517	12943.61	13380.681	12455.765	12362
ENSMUSG00000102870.2	Gm17868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102871.2	Gm37143	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102872.2	Gm38195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102874.2	Gm37137	1	2	0	0	1	1	3	0	0	2	1	1
ENSMUSG00000102875.2	Gm37139	10	5	5	0	2	2	2	6	0	1	3	4
ENSMUSG00000102876.2	Gm37136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102877.2	Gm38314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102878.2	Ighv2-8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102879.2	Gm37135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102880.2	4930517J16Rik	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102881.2	Gm3807	5	0	4	0	2	3	2	3	1	2	5	7
ENSMUSG00000102882.2	Gm2065	3	1	4	0	1	2	1	2	0	0	0	1
ENSMUSG00000102883.2	Gm37279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102884.2	Gm37281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102885.2	Gm37280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102886.2	Gm30667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102887.2	Gm10857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102888.2	Ighv1-11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102889.2	Gm37282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102890.2	Gm7626	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102891.2	Gm19114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102892.2	Gm37854	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102893.2	Gm37855	0	1	0	0	0	1	1	2	1	2	1	4
ENSMUSG00000102894.2	Gm37851	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102895.2	5830415G21Rik	4	1	1	5	1	8	6	2	2	0	3	1
ENSMUSG00000102896.2	Gm37852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102897.2	Gm37853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102899.2	Gm37850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102900.2	Gm37811	0	4	0	5	1	1	1	4	2	1	3	1
ENSMUSG00000102901.2	Ighv5-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102902.2	Gm38263	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102903.2	Trbv11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102904.2	Gm38265	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102905.2	Gm38266	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102906.2	Gm20858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102907.2	Gm38264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102908.2	Gm7558	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000102909.2	Gm2453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102910.2	Gm37722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102911.2	Gm38017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102912.2	Gm20731	1	5	0	0	0	0	1	2	2	0	0	0
ENSMUSG00000102913.2	Gm37723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102914.2	Gm35106	0	0	0	0	1.002	0	0	0	0	0	0	0
ENSMUSG00000102915.2	Gm32460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102916.2	Gm37725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917.2	Gm37724	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102918.2	Pcdhgc3	1419.857	880.235	1126.303	199.836	488.405	620.603	404.047	789.791	1018.944	776.066	353.38	285.692
ENSMUSG00000102919.2	Gm37726	18	15	8	4	3	7	8	7	4	4	0	1
ENSMUSG00000102920.2	Or10l1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102921.2	Gm37153	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102922.2	Gm34176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102923.3	Gm31728	0	0	1	1	0	3	1	1	0	0	0	0
ENSMUSG00000102925.2	Gm37150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926.2	Gm37151	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000102927.2	Gm37152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102928.2	Ighv1-46	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102929.2	Gm37154	6	4	6	3	7	7	3	5	3	8	0	0
ENSMUSG00000102930.2	Gm38115	7	0	0	2	1	0	0	6	0	1	0	0
ENSMUSG00000102931.2	Gm38114	2	0	3	0	0	0	1	0	0	0	0	0
ENSMUSG00000102932.2	Gm38113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102933.2	Gm9116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102934.2	Gm38117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102935.2	Gm38355	2	0	1	0	1	0	1	0	0	0	0	0
ENSMUSG00000102936.2	Gm35584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102937.2	Gm38116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102939.2	Gm38111	2	1	8	1	0	3	1	0	0	1	0	0
ENSMUSG00000102940.2	Gm37551	2	2	0	0	0	0	1	1	0	0	1	0
ENSMUSG00000102941.2	Gm37552	1	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000102942.2	Ighv1-33	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102943.2	Gm37550	0	0	0	3	0	0	0	1	0	1	0	0
ENSMUSG00000102945.2	Gm37884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102946.3	Gm37883	0	1	0	0	1	0	0	1	0	1	0	0
ENSMUSG00000102948.2	Gm6101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102949.2	Gm37882	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102950.2	Gm37018	5	1	3	0	3	2	1	4	0	0	1	0
ENSMUSG00000102951.2	Gm37216	0	3	0	0	0	0	3	1	1	0	0	4
ENSMUSG00000102952.2	Ighv1-25	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102953.2	Gm37019	9	8	11	3	2	5	3	1	2	1	2	0
ENSMUSG00000102955.2	Trbv24	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102956.2	Gm37017	0	0	0	3	3	2	2	2	0	0	5	0
ENSMUSG00000102957.2	Gm21065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102958.2	Gm37016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102959.2	Gm37015	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000102960.2	Gm37943	3	0	4	2	0	1	2	0	0	1	0	4
ENSMUSG00000102961.2	Gm19918	1	2	0	1	3	2	3	0	1	1	3	2
ENSMUSG00000102962.2	Gm37944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102963.2	Gm37945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102964.2	9430034N14Rik	28	20	22	14	14	27	24	19	5	5	4	1
ENSMUSG00000102965.2	Gm20926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102966.2	Gm31123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102967.2	Gm37946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102968.6	Gm35070	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102969.2	Gm33366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102970.2	Gm37349	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000102971.2	A730062M13Rik	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102972.2	Gm37348	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000102973.2	E430014B02Rik	0	6	1	0	1	0	1	4	0	1	3	0
ENSMUSG00000102975.2	Gm37347	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102976.7	Zc3h11a	6546.155	6521.225	7447.584	5306.764	5980.177	7504.032	4664.81	5967.518	5363.463	5968.796	4862.015	5080.597
ENSMUSG00000102977.6	Gm37346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102979.2	Gm37350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102980.2	Gm38321	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102981.2	Gm38322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102982.2	Gm38319	8	9	4	0	0	2	4	4	1	4	1	0
ENSMUSG00000102983.2	Gm38320	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102984.2	Gm34727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102985.2	4930456G14Rik	0	3	2	1	0	0	0	1	2	0	1	1
ENSMUSG00000102986.2	Gm38323	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102987.2	Gm38324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102988.2	Trbv22	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102989.2	Gm38318	0	0	0	0	0	2	2	2	0	0	0	0
ENSMUSG00000102990.2	Gm37764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102991.2	Ighv1-40	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102992.2	Gm37766	0	0	1	2	0	0	1	0	0	0	0	0
ENSMUSG00000102993.2	Gm37765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102994.2	Gm37767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102995.2	A330074H02Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102997.2	Gm17244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102998.2	Gm37763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102999.2	Gm37762	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103000.2	Gm37900	2	3	2	0	2	2	2	0	0	0	0	0
ENSMUSG00000103001.2	A930005N03Rik	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103002.2	Gm38075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103003.2	Gm38076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004.2	2900002M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103005.2	Gm37898	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103006.2	4933417C20Rik	22	15	6	1	5	12	7	5	2	4	7	5
ENSMUSG00000103007.2	Gm20690	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103008.2	Gm36468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103009.3	Gm56350	123	114	146	64	127	133	87	134	117	153	143	82
ENSMUSG00000103010.2	Gm37504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103011.2	Gm8860	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103012.2	Gm37548	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000103013.2	Gm37503	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000103015.2	Gm37549	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000103016.2	Gm37506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103017.2	Gm37505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103018.2	Gm17968	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103020.2	Gm37681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103021.2	Gm37682	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103023.2	Gm20910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103024.2	Gm37685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103025.2	Gm37686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103026.2	Gm31326	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103027.2	Gm37684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103028.2	Gm8747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103029.6	Gm37687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103030.2	E330011M16Rik	19	14	11	11	17	15	11	19	12	15	23	20
ENSMUSG00000103031.2	Gm29950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103032.2	Gm37121	30	6	31	1	2	14	6	10	6	7	0	4
ENSMUSG00000103033.2	Ighv5-12-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103034.2	Gm8797	72.38	62.864	39.234	18.208	102.014	45.614	57.234	54.078	58.497	64.748	42.833	78.567
ENSMUSG00000103035.2	Gm37122	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103037.2	Pcdhgb1	49.797	26.654	10.586	5.064	5.087	12.392	19.631	6.9	35.388	23.371	12.205	10.379
ENSMUSG00000103038.2	Gm37124	3	2	0	0	0	0	1	6	1	3	2	0
ENSMUSG00000103039.2	Gm37123	44	75	62	23	37	72	57	64	39	37	34	59
ENSMUSG00000103041.2	Gm37305	368	229	252	119	175	224	227	222	220	230	267	174
ENSMUSG00000103042.2	Gm2719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103043.2	Gm37306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103044.2	Gm37307	0	0	0	0	0	2	0	1	0	0	0	0
ENSMUSG00000103045.2	Gm37308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103046.2	Gm37309	34	39	42	16	15	23	18	19	14	32	13	14
ENSMUSG00000103047.2	Gm37310	0	3	2	5	0	9	2	1	0	2	0	0
ENSMUSG00000103049.2	Gm37311	8	2	3	2	0	0	1	1	0	3	0	0
ENSMUSG00000103050.2	Gm38273	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000103051.2	Gm7871	0	0	0	0	0	1.004	0	2	0	0	0	0
ENSMUSG00000103052.2	Gm38272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103053.2	Gm38271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103054.2	Gm38270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103055.2	Gm38269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103056.2	Gm38268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103058.2	Gm21845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103059.2	Gm18186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103060.2	Gm36969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103061.2	Gm36970	1	1	2	0	0	1	1	0	0	0	0	0
ENSMUSG00000103062.2	Gm37200	2	7	1	2	4	7	3	6	5	9	3	3
ENSMUSG00000103063.2	Gm33163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103064.2	Gm36968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103065.2	Gm20236	2	0.5	1.5	0	1.5	1	0.5	0	0	0	0	0
ENSMUSG00000103066.2	Gm36967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103067.2	Gm30414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103069.2	Gm36966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103070.2	Gm37903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103071.2	Gm38110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103072.2	Gm37905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103073.2	Gm37904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103074.2	Gm20925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103075.2	Gm38109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103076.2	Gm37902	21	11	23	4	5	7	10	13	10	27	0	7
ENSMUSG00000103077.6	Gm38371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103078.2	Gm37901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103079.2	Gm36307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103080.2	Gm38123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103081.4	Pcdhgb8	50.588	14.311	16.18	1.469	3.321	20.103	18.169	16.344	23.323	19.727	1.458	1.455
ENSMUSG00000103082.2	Gm38124	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103083.2	A630035G10Rik	17	8	16	2	10	15	10	13	7	4	4	8
ENSMUSG00000103084.2	Gm38119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103085.2	Gm38120	16	4	10	1	4	9	7	9	2	3	3	1
ENSMUSG00000103086.2	Gm38121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103087.2	Gm38122	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103088.2	Pcdhgb6	63.902	34.127	37.107	5.123	16.821	5.128	21.672	21.684	55.453	26.728	5.048	14.088
ENSMUSG00000103089.2	Gm38118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103090.2	Gm19214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103091.2	Gm37555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103092.2	Pcdha5	25.944	9.329	3.525	0	32.541	40.116	0	7.144	19.468	0	2.929	0
ENSMUSG00000103094.2	Gm37558	2	3	0	0	1	3	2	0	0	0	0	0
ENSMUSG00000103095.2	Gm37557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103096.2	Gm8022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103097.2	Gm37556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103098.2	Gm37559	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000103099.2	Gm6074	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103100.2	Gm37664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103101.2	Gm37048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103102.2	Gm37049	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103103.3	4833445I07Rik	35	32	36	20	14	19	28	31	23	33	28	16
ENSMUSG00000103105.7	Gm18752	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000103106.2	Gm37047	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103107.2	Gm9867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103108.3	Rncr4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103110.2	Gm37586	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103111.2	Ighv6-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103112.2	Gm38016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103113.2	Gm37585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103114.2	Gm32200	14	5	4	7	8	17	11	15	10	0	5	1
ENSMUSG00000103115.2	Gm37584	16	13	16	12	24	21	11	16	6	12	14	18
ENSMUSG00000103116.2	4930539M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103118.2	Gm37582	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103119.2	Gm37583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103120.2	Gm37392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103121.2	Ighv15-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103122.2	Gm37391	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000103123.2	Gm37390	3	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103124.2	Gm37389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103125.2	Gm37388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103127.2	Gm37386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103129.2	Gm37393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103130.2	F830212C03Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103131.2	Gm37977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103132.2	Gm37978	1	3	2	0	0	0	1	3	0	0	1	0
ENSMUSG00000103133.2	Gm37303	23	7	19	2	4	4	8	8	9	11	6	3
ENSMUSG00000103135.2	Gm37979	3	2	3	0	1	5	1	3	3	2	3	2
ENSMUSG00000103136.2	Gm37980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103137.2	Gm37981	4	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103138.2	Gm2238	2	2	6	0	1	5	2	0	0	1	1	1
ENSMUSG00000103139.2	Gm37982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103140.2	Gm37495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103141.2	Gm37741	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103142.2	Gm37743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103143.2	Gm37742	1	0	1	0	0	1	0	2	0	0	1	0
ENSMUSG00000103144.2	Pcdhga1	66	47	74	23	44	33	18	25	44	34	27	25
ENSMUSG00000103145.2	Gm37744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103146.2	Gm37745	3	1	0	1	0	1	1	1	0	0	1	0
ENSMUSG00000103147.2	Gm7341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103148.2	Gm37746	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103149.3	AA914427	21	10	14	18	19	16	16	20	21	15	18	14
ENSMUSG00000103150.2	Gm38291	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103151.2	Gm38292	2	1	2	0	1	3	3	3	0	3	0	0
ENSMUSG00000103152.2	Gm8790	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000103153.2	Gm38290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103154.2	Gm38295	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103155.2	Gm8109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103156.2	Gm38293	1	4	1	1	8	6	1	2	1	0	1	5
ENSMUSG00000103157.2	Gm38294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103158.6	Gm31925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103159.2	F830112A20Rik	4	4	2	1	3	3	1	2	1	1	0	0
ENSMUSG00000103160.2	C130012C08Rik	20	6	12	13	6	6	13	18	4	9	7	2
ENSMUSG00000103161.2	Gm38148	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103162.2	Gm38147	7	1	3	0	0	2	0	4	0	1	0	0
ENSMUSG00000103163.2	Gm38146	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103164.2	Gm38150	0	1	0	0	3	1	0	0	0	3	1	4
ENSMUSG00000103165.2	Gm37560	1	0	2	0	0	0	0	0	0	0	1	0
ENSMUSG00000103166.2	Gm10537	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103167.2	Gm38149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103168.2	Gm30948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103170.2	Gm37170	2	1	0	2	0	4	1	0	1	0	3	0
ENSMUSG00000103172.2	Gm37148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103174.3	Gm37168	99	88	111	95	85	94	117	133	101	161	95	130
ENSMUSG00000103175.2	Gm37169	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000103176.2	Gm37147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103177.2	Gm18427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103178.2	Fgfr3-ps	0	1	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000103179.2	Gm37171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103180.2	Gm37089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103181.2	A330069K06Rik	0	0	0	0	0	3	0	3	0	0	0	0
ENSMUSG00000103182.2	Gm37091	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000103183.2	Gm37090	69	56.886	80	67	61.825	80.885	34.719	88	46	51	90	36
ENSMUSG00000103184.2	Ighv5-13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103185.2	Ighv5-11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103186.2	Gm37088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103187.2	Gm37087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103188.2	Gm37093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103189.2	Gm37092	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000103190.6	Gm34716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103191.2	Gm37646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103192.2	Gm37645	3	1	3	4	5	3	0	1	0	8	1	1
ENSMUSG00000103193.2	Gm19066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103194.2	Gm37643	1	1	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000103195.2	Gm37644	12	0	1	0	1	3	2	3	2	1	0	0
ENSMUSG00000103196.2	Gm37641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103197.2	Gm37642	0	0	1	0	0	1	0	0	0	1	0	0
ENSMUSG00000103198.2	Gm9136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103199.2	Gm37648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103200.2	Gm37328	8	7	3	9	11	15	3	12	6	7	11	8
ENSMUSG00000103201.2	Gm37329	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103202.2	Gm37326	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103203.2	Gm37327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103204.2	Gm38139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103206.2	Gm8515	0	0	0	0	0	0	0	0	0	0	0	0
