name	taxonomy_id	taxonomy_lvl	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_frac
Alterirhizorhabdus profundi	2681549	S	13	0.00000	12	0.00000	0	0.00000	16	0.00000	13	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	24	0.00001
Glacieibacterium sp.	2860237	S	22	0.00001	0	0.00000	22	0.00001	17	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomicrobium maritimum	3133972	S	14	0.00000	39	0.00001	28	0.00001	31	0.00001	32	0.00001	14	0.00000	17	0.00000	22	0.00000	47	0.00003	40	0.00001
Roseomonas gilardii	257708	S	108	0.00003	178	0.00005	81	0.00003	300	0.00008	110	0.00004	255	0.00005	119	0.00003	164	0.00003	115	0.00007	142	0.00005
Roseomonas cutis	2897332	S	79	0.00002	31	0.00001	0	0.00000	0	0.00000	24	0.00001	0	0.00000	29	0.00001	90	0.00002	0	0.00000	45	0.00002
Muricoccus radiodurans	2231721	S	142	0.00004	35	0.00001	26	0.00001	137	0.00004	25	0.00001	0	0.00000	85	0.00002	0	0.00000	27	0.00002	72	0.00003
Roseococcus microcysteis	2771361	S	199	0.00005	85	0.00002	34	0.00001	157	0.00004	29	0.00001	0	0.00000	69	0.00002	234	0.00005	67	0.00004	0	0.00000
Acetobacter vaccinii	2592655	S	61	0.00002	15	0.00000	0	0.00000	40	0.00001	17	0.00001	52	0.00001	34	0.00001	75	0.00002	25	0.00001	110	0.00004
Acetobacter aceti	435	S	41	0.00001	27	0.00001	54	0.00002	20	0.00001	15	0.00000	50	0.00001	0	0.00000	0	0.00000	12	0.00001	0	0.00000
Komagataeibacter rhaeticus	215221	S	50	0.00001	39	0.00001	0	0.00000	31	0.00001	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	73	0.00003
Komagataeibacter saccharivorans	265959	S	17	0.00000	21	0.00001	24	0.00001	21	0.00001	17	0.00001	0	0.00000	0	0.00000	49	0.00001	22	0.00001	39	0.00001
Novacetimonas hansenii	436	S	70	0.00002	50	0.00001	201	0.00008	61	0.00002	176	0.00006	0	0.00000	139	0.00004	141	0.00003	213	0.00012	201	0.00007
Gluconobacter roseus	586239	S	33	0.00001	40	0.00001	23	0.00001	22	0.00001	65	0.00002	0	0.00000	15	0.00000	16	0.00000	72	0.00004	47	0.00002
Lichenicoccus sp.	2781899	S	44	0.00001	36	0.00001	28	0.00001	33	0.00001	26	0.00001	22	0.00000	41	0.00001	37	0.00001	29	0.00002	47	0.00002
Lichenicola sp.	2804529	S	31	0.00001	37	0.00001	0	0.00000	60	0.00002	22	0.00001	0	0.00000	21	0.00001	0	0.00000	21	0.00001	38	0.00001
Rhodovastum atsumiense	504468	S	33	0.00001	31	0.00001	14	0.00001	28	0.00001	21	0.00001	0	0.00000	54	0.00002	50	0.00001	22	0.00001	47	0.00002
Pararoseomonas sp. SCSIO 73927	3114537	S	52	0.00001	87	0.00002	48	0.00002	83	0.00002	84	0.00003	166	0.00003	19	0.00001	71	0.00001	88	0.00005	21	0.00001
Granulibacter bethesdensis	364410	S	20	0.00001	34	0.00001	28	0.00001	33	0.00001	0	0.00000	0	0.00000	26	0.00001	22	0.00000	0	0.00000	61	0.00002
Rhodopila sp.	2480087	S	18	0.00000	45	0.00001	16	0.00001	33	0.00001	40	0.00001	26	0.00001	18	0.00001	41	0.00001	49	0.00003	23	0.00001
Gluconacetobacter diazotrophicus	33996	S	17	0.00000	14	0.00000	0	0.00000	45	0.00001	14	0.00000	0	0.00000	32	0.00001	0	0.00000	16	0.00001	48	0.00002
Acidiphilium multivorum	62140	S	26	0.00001	62	0.00002	0	0.00000	55	0.00002	0	0.00000	0	0.00000	0	0.00000	49	0.00001	0	0.00000	34	0.00001
Azospirillum humicireducens	1226968	S	179	0.00005	94	0.00003	56	0.00002	354	0.00010	102	0.00003	380	0.00008	182	0.00005	240	0.00005	122	0.00007	93	0.00003
Azospirillum melinis	328839	S	91	0.00002	64	0.00002	35	0.00001	262	0.00007	52	0.00002	187	0.00004	149	0.00004	143	0.00003	75	0.00004	135	0.00005
Azospirillum thiophilum	528244	S	40	0.00001	62	0.00002	0	0.00000	31	0.00001	0	0.00000	0	0.00000	31	0.00001	0	0.00000	36	0.00002	80	0.00003
Azospirillum largimobile	52761	S	37	0.00001	50	0.00001	31	0.00001	52	0.00001	35	0.00001	37	0.00001	28	0.00001	19	0.00000	39	0.00002	59	0.00002
Azospirillum argentinense	2970906	S	40	0.00001	137	0.00004	91	0.00004	72	0.00002	110	0.00004	38	0.00001	84	0.00002	51	0.00001	93	0.00005	141	0.00005
Azospirillum brasilense	192	S	22	0.00001	43	0.00001	0	0.00000	38	0.00001	0	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	45	0.00002
Azospirillum lipoferum	193	S	20	0.00001	26	0.00001	39	0.00002	55	0.00002	48	0.00002	19	0.00000	26	0.00001	0	0.00000	31	0.00002	31	0.00001
Indioceanicola profundi	2220096	S	14	0.00000	21	0.00001	25	0.00001	38	0.00001	37	0.00001	0	0.00000	42	0.00001	14	0.00000	36	0.00002	21	0.00001
Magnetospirillum gryphiswaldense	55518	S	54	0.00001	40	0.00001	45	0.00002	35	0.00001	44	0.00001	0	0.00000	22	0.00001	43	0.00001	49	0.00003	65	0.00002
Ferrovibrio terrae	2594003	S	37	0.00001	108	0.00003	30	0.00001	46	0.00001	62	0.00002	13	0.00000	12	0.00000	21	0.00000	41	0.00002	114	0.00004
Ferrovibrio sp.	1917215	S	21	0.00001	31	0.00001	38	0.00002	33	0.00001	58	0.00002	18	0.00000	31	0.00001	27	0.00001	45	0.00003	31	0.00001
Pararhodospirillum photometricum	1084	S	16	0.00000	51	0.00001	0	0.00000	33	0.00001	42	0.00001	0	0.00000	11	0.00000	15	0.00000	44	0.00003	41	0.00001
Rhodospirillum centenum	34018	S	14	0.00000	36	0.00001	13	0.00001	40	0.00001	25	0.00001	27	0.00001	15	0.00000	22	0.00000	14	0.00001	33	0.00001
Algihabitans albus	2164067	S	57	0.00001	22	0.00001	17	0.00001	147	0.00004	16	0.00001	120	0.00002	59	0.00002	70	0.00001	29	0.00002	53	0.00002
Pelagibius sp.	1931238	S	38	0.00001	39	0.00001	26	0.00001	46	0.00001	83	0.00003	0	0.00000	23	0.00001	13	0.00000	58	0.00003	45	0.00002
Zavarzinia sp. CC-PAN008	3243332	S	44	0.00001	44	0.00001	20	0.00001	38	0.00001	28	0.00001	15	0.00000	42	0.00001	20	0.00000	30	0.00002	39	0.00001
Nisaea sp.	2024842	S	19	0.00000	28	0.00001	15	0.00001	16	0.00000	15	0.00000	14	0.00000	0	0.00000	0	0.00000	22	0.00001	26	0.00001
Hypericibacter terrae	2602015	S	36	0.00001	18	0.00001	17	0.00001	96	0.00003	23	0.00001	61	0.00001	69	0.00002	64	0.00001	35	0.00002	35	0.00001
Allostella humosa	94	S	16	0.00000	0	0.00000	14	0.00001	25	0.00001	34	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	28	0.00001
Caulobacter sp. NIBR2454	3015996	S	391	0.00010	296	0.00008	125	0.00005	703	0.00019	176	0.00006	577	0.00012	267	0.00008	440	0.00009	211	0.00012	244	0.00009
Caulobacter sp. RL271	3458546	S	29	0.00001	34	0.00001	29	0.00001	37	0.00001	25	0.00001	0	0.00000	21	0.00001	23	0.00000	0	0.00000	33	0.00001
Caulobacter sp. UC70_42	3374551	S	17	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	16	0.00000	0	0.00000	27	0.00002	28	0.00001
Caulobacter segnis	88688	S	41	0.00001	40	0.00001	21	0.00001	38	0.00001	30	0.00001	39	0.00001	41	0.00001	17	0.00000	53	0.00003	32	0.00001
Caulobacter henricii	69395	S	33	0.00001	111	0.00003	38	0.00002	56	0.00002	67	0.00002	23	0.00000	31	0.00001	24	0.00001	40	0.00002	98	0.00004
Caulobacter flavus	1679497	S	32	0.00001	22	0.00001	17	0.00001	27	0.00001	23	0.00001	0	0.00000	41	0.00001	37	0.00001	28	0.00002	53	0.00002
Caulobacter mirabilis	69666	S	29	0.00001	44	0.00001	16	0.00001	39	0.00001	19	0.00001	0	0.00000	27	0.00001	19	0.00000	30	0.00002	54	0.00002
Caulobacter vibrioides	155892	S	14	0.00000	46	0.00001	15	0.00001	31	0.00001	31	0.00001	0	0.00000	15	0.00000	0	0.00000	21	0.00001	50	0.00002
Brevundimonas sp.	1871086	S	63	0.00002	54	0.00002	72	0.00003	68	0.00002	47	0.00002	29	0.00001	76	0.00002	48	0.00001	86	0.00005	94	0.00003
Brevundimonas goettingensis	2774190	S	55	0.00001	22	0.00001	43	0.00002	114	0.00003	27	0.00001	134	0.00003	55	0.00002	72	0.00002	28	0.00002	36	0.00001
Brevundimonas subvibrioides	74313	S	37	0.00001	37	0.00001	0	0.00000	36	0.00001	34	0.00001	0	0.00000	14	0.00000	0	0.00000	61	0.00003	43	0.00002
Phenylobacterium sp.	1871053	S	36	0.00001	64	0.00002	20	0.00001	70	0.00002	23	0.00001	21	0.00000	29	0.00001	22	0.00000	43	0.00002	69	0.00003
Phenylobacterium zucineum	284016	S	22	0.00001	44	0.00001	0	0.00000	27	0.00001	0	0.00000	0	0.00000	17	0.00000	25	0.00001	0	0.00000	37	0.00001
Phenylobacterium parvum	2201350	S	13	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	15	0.00001
Asticcacaulis sp. AND118	2840468	S	25	0.00001	103	0.00003	0	0.00000	82	0.00002	0	0.00000	12	0.00000	22	0.00001	46	0.00001	0	0.00000	35	0.00001
Tistrella mobilis	171437	S	118	0.00003	185	0.00005	89	0.00004	194	0.00005	159	0.00005	57	0.00001	105	0.00003	83	0.00002	142	0.00008	181	0.00007
Tistrella bauzanensis	657419	S	38	0.00001	93	0.00003	60	0.00002	33	0.00001	34	0.00001	0	0.00000	47	0.00001	0	0.00000	29	0.00002	79	0.00003
Marinivivus vitaminiproducens	3035935	S	35	0.00001	14	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	20	0.00001
Hyphococcus flavus	1866326	S	39	0.00001	27	0.00001	12	0.00000	101	0.00003	16	0.00001	69	0.00001	62	0.00002	48	0.00001	17	0.00001	13	0.00000
Hyphococcus sp.	2038636	S	13	0.00000	19	0.00001	14	0.00001	0	0.00000	27	0.00001	0	0.00000	0	0.00000	11	0.00000	32	0.00002	21	0.00001
Paremcibacter congregatus	2043170	S	15	0.00000	19	0.00001	0	0.00000	14	0.00000	15	0.00000	0	0.00000	0	0.00000	16	0.00000	18	0.00001	20	0.00001
Kordiimonas sp. SCSIO 12610	2829597	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000
Candidatus Odyssella acanthamoebae	91604	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000
Variovorax sp. SRS16	282217	S	91	0.00002	87	0.00002	0	0.00000	186	0.00005	0	0.00000	170	0.00004	121	0.00004	93	0.00002	36	0.00002	63	0.00002
Variovorax sp. V118	3065954	S	110	0.00003	50	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00002	0	0.00000	0	0.00000	108	0.00004
Variovorax sp. RA8	662548	S	30	0.00001	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	31	0.00001
Variovorax sp. PAMC28562	2762323	S	16	0.00000	27	0.00001	17	0.00001	27	0.00001	26	0.00001	0	0.00000	0	0.00000	19	0.00000	38	0.00002	42	0.00002
Variovorax paradoxus	34073	S	197	0.00005	308	0.00009	201	0.00008	471	0.00013	271	0.00009	309	0.00006	317	0.00009	228	0.00005	261	0.00015	259	0.00009
Acidovorax sp. BLS4	3273430	S	97	0.00003	0	0.00000	61	0.00003	40	0.00001	55	0.00002	67	0.00001	0	0.00000	123	0.00003	137	0.00008	0	0.00000
Acidovorax sp. DW039	3095606	S	33	0.00001	53	0.00002	76	0.00003	43	0.00001	32	0.00001	36	0.00001	32	0.00001	17	0.00000	30	0.00002	62	0.00002
Acidovorax sp. A79	3056107	S	29	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00002	0	0.00000
Acidovorax radicis	758826	S	43	0.00001	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000
Comamonas endophytica	2949090	S	52	0.00001	39	0.00001	0	0.00000	121	0.00003	75	0.00002	92	0.00002	87	0.00003	68	0.00001	56	0.00003	42	0.00002
Comamonas testosteroni	285	S	47	0.00001	91	0.00003	81	0.00003	102	0.00003	107	0.00003	57	0.00001	63	0.00002	55	0.00001	162	0.00009	129	0.00005
Alicycliphilus denitrificans	179636	S	182	0.00005	162	0.00005	107	0.00004	229	0.00006	120	0.00004	75	0.00002	223	0.00006	187	0.00004	218	0.00012	220	0.00008
Alicycliphilus soli	3228789	S	50	0.00001	155	0.00004	48	0.00002	57	0.00002	86	0.00003	0	0.00000	34	0.00001	25	0.00001	28	0.00002	63	0.00002
Verminephrobacter eiseniae	364317	S	69	0.00002	104	0.00003	40	0.00002	114	0.00003	65	0.00002	25	0.00001	44	0.00001	26	0.00001	46	0.00003	113	0.00004
Rhodoferax sp. AJA081-3	2752316	S	17	0.00000	29	0.00001	16	0.00001	24	0.00001	0	0.00000	0	0.00000	45	0.00001	18	0.00000	0	0.00000	50	0.00002
Rhodoferax koreensis	1842727	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Hydrogenophaga taeniospiralis	65656	S	18	0.00000	0	0.00000	0	0.00000	26	0.00001	31	0.00001	108	0.00002	16	0.00000	0	0.00000	66	0.00004	0	0.00000
Hylemonella gracilis	80880	S	51	0.00001	203	0.00006	94	0.00004	149	0.00004	188	0.00006	59	0.00001	75	0.00002	59	0.00001	149	0.00009	234	0.00008
Ramlibacter tataouinensis	94132	S	43	0.00001	74	0.00002	72	0.00003	83	0.00002	115	0.00004	43	0.00001	65	0.00002	28	0.00001	146	0.00008	116	0.00004
Ottowia caeni	2870339	S	13	0.00000	13	0.00000	12	0.00000	28	0.00001	16	0.00001	0	0.00000	24	0.00001	0	0.00000	15	0.00001	31	0.00001
Paracidovorax avenae	80867	S	42	0.00001	232	0.00007	180	0.00007	106	0.00003	355	0.00012	103	0.00002	74	0.00002	70	0.00001	207	0.00012	258	0.00009
Burkholderia territorii	1503055	S	86	0.00002	35	0.00001	0	0.00000	166	0.00005	39	0.00001	157	0.00003	116	0.00003	121	0.00003	50	0.00003	88	0.00003
Burkholderia anthina	179879	S	44	0.00001	48	0.00001	0	0.00000	71	0.00002	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000
Burkholderia cepacia	292	S	24	0.00001	41	0.00001	27	0.00001	29	0.00001	0	0.00000	0	0.00000	50	0.00001	0	0.00000	27	0.00002	71	0.00003
Burkholderia contaminans	488447	S	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000
Burkholderia sp. LMG 32019	3158173	S	67	0.00002	44	0.00001	50	0.00002	163	0.00004	32	0.00001	139	0.00003	127	0.00004	104	0.00002	55	0.00003	74	0.00003
Burkholderia sp. LMG 21824	3158172	S	20	0.00001	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia thailandensis	57975	S	22	0.00001	19	0.00001	38	0.00002	29	0.00001	63	0.00002	37	0.00001	37	0.00001	21	0.00000	70	0.00004	36	0.00001
Paraburkholderia sp. D15	2880218	S	50	0.00001	40	0.00001	31	0.00001	63	0.00002	45	0.00001	30	0.00001	82	0.00002	79	0.00002	60	0.00003	46	0.00002
Paraburkholderia sp. IMGN_8	3136564	S	32	0.00001	69	0.00002	34	0.00001	45	0.00001	49	0.00002	16	0.00000	34	0.00001	45	0.00001	40	0.00002	66	0.00002
Paraburkholderia sp. SOS3	1926494	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Paraburkholderia acidicola	1912599	S	41	0.00001	30	0.00001	0	0.00000	69	0.00002	27	0.00001	86	0.00002	88	0.00003	68	0.00001	23	0.00001	34	0.00001
Paraburkholderia hospita	169430	S	39	0.00001	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	28	0.00001	38	0.00001	0	0.00000	21	0.00001
Paraburkholderia acidiphila	2571747	S	19	0.00000	14	0.00000	0	0.00000	34	0.00001	0	0.00000	0	0.00000	26	0.00001	17	0.00000	0	0.00000	26	0.00001
Paraburkholderia tropica	92647	S	16	0.00000	267	0.00008	142	0.00006	108	0.00003	216	0.00007	43	0.00001	55	0.00002	52	0.00001	184	0.00011	210	0.00008
Cupriavidus sp. BIC8F	3079014	S	45	0.00001	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cupriavidus sp. H39	3401635	S	29	0.00001	35	0.00001	0	0.00000	29	0.00001	0	0.00000	25	0.00001	36	0.00001	24	0.00001	19	0.00001	47	0.00002
Cupriavidus sp. 30B13	3384241	S	17	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	15	0.00001
Cupriavidus sp. DF5525	3160989	S	17	0.00000	64	0.00002	0	0.00000	40	0.00001	26	0.00001	0	0.00000	22	0.00001	0	0.00000	19	0.00001	56	0.00002
Cupriavidus metallidurans	119219	S	69	0.00002	58	0.00002	20	0.00001	130	0.00004	31	0.00001	145	0.00003	76	0.00002	68	0.00001	47	0.00003	25	0.00001
Cupriavidus necator	106590	S	49	0.00001	173	0.00005	49	0.00002	104	0.00003	66	0.00002	0	0.00000	64	0.00002	39	0.00001	61	0.00003	104	0.00004
Cupriavidus gilardii	82541	S	35	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000
Cupriavidus pauculus	82633	S	17	0.00000	0	0.00000	98	0.00004	0	0.00000	63	0.00002	0	0.00000	22	0.00001	0	0.00000	77	0.00004	0	0.00000
Ralstonia pseudosolanacearum	1310165	S	46	0.00001	43	0.00001	0	0.00000	62	0.00002	0	0.00000	0	0.00000	51	0.00001	0	0.00000	0	0.00000	44	0.00002
Ralstonia pickettii	329	S	65	0.00002	70	0.00002	0	0.00000	134	0.00004	0	0.00000	122	0.00003	102	0.00003	92	0.00002	54	0.00003	60	0.00002
Ralstonia sp. UNC404CL21Col	1380362	S	35	0.00001	28	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	22	0.00001	55	0.00002
Pandoraea pulmonicola	93221	S	20	0.00001	48	0.00001	0	0.00000	46	0.00001	0	0.00000	0	0.00000	17	0.00000	44	0.00001	0	0.00000	26	0.00001
Robbsia andropogonis	28092	S	18	0.00000	19	0.00001	0	0.00000	49	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	18	0.00001
Trinickia violacea	2571746	S	23	0.00001	220	0.00006	134	0.00006	107	0.00003	233	0.00008	71	0.00001	44	0.00001	46	0.00001	209	0.00012	164	0.00006
Achromobacter spanius	217203	S	81	0.00002	91	0.00003	74	0.00003	104	0.00003	87	0.00003	49	0.00001	84	0.00002	61	0.00001	105	0.00006	117	0.00004
Achromobacter sp. AONIH1	1758194	S	36	0.00001	43	0.00001	0	0.00000	72	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00002
Achromobacter sp. MFA1 R4	1881016	S	17	0.00000	46	0.00001	0	0.00000	53	0.00001	15	0.00000	16	0.00000	44	0.00001	44	0.00001	0	0.00000	33	0.00001
Achromobacter sp. 77	2756133	S	39	0.00001	0	0.00000	0	0.00000	64	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00002
Achromobacter xylosoxidans	85698	S	148	0.00004	563	0.00016	464	0.00019	547	0.00015	548	0.00018	259	0.00005	364	0.00011	325	0.00007	613	0.00035	621	0.00023
Achromobacter kerstersii	1353890	S	22	0.00001	0	0.00000	49	0.00002	18	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	25	0.00001	24	0.00001
Achromobacter veterisilvae	2069367	S	18	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	25	0.00001
Achromobacter denitrificans	32002	S	18	0.00000	28	0.00001	21	0.00001	32	0.00001	0	0.00000	0	0.00000	25	0.00001	0	0.00000	18	0.00001	33	0.00001
Achromobacter deleyi	1353891	S	17	0.00000	37	0.00001	32	0.00001	28	0.00001	22	0.00001	0	0.00000	18	0.00001	0	0.00000	0	0.00000	30	0.00001
Bordetella sp. 2513F-2	3679867	S	94	0.00002	41	0.00001	21	0.00001	150	0.00004	24	0.00001	162	0.00003	117	0.00003	96	0.00002	39	0.00002	46	0.00002
Bordetella sp. N	1746199	S	56	0.00001	60	0.00002	27	0.00001	25	0.00001	111	0.00004	0	0.00000	23	0.00001	27	0.00001	113	0.00006	76	0.00003
Bordetella flabilis	463014	S	20	0.00001	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bordetella genomosp. 13	463040	S	28	0.00001	45	0.00001	0	0.00000	59	0.00002	0	0.00000	19	0.00000	36	0.00001	0	0.00000	18	0.00001	74	0.00003
Bordetella petrii	94624	S	27	0.00001	31	0.00001	0	0.00000	27	0.00001	22	0.00001	0	0.00000	0	0.00000	0	0.00000	19	0.00001	27	0.00001
Pigmentiphaga sp. H8	2488560	S	14	0.00000	40	0.00001	32	0.00001	24	0.00001	32	0.00001	0	0.00000	12	0.00000	0	0.00000	30	0.00002	37	0.00001
Pigmentiphaga litoralis	516702	S	13	0.00000	39	0.00001	12	0.00000	48	0.00001	24	0.00001	0	0.00000	19	0.00001	36	0.00001	23	0.00001	43	0.00002
Parapusillimonas sp. JC17	3445768	S	29	0.00001	246	0.00007	192	0.00008	148	0.00004	250	0.00008	100	0.00002	69	0.00002	70	0.00001	183	0.00010	254	0.00009
Kerstersia gyiorum	206506	S	18	0.00000	20	0.00001	14	0.00001	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Massilia sp. WG5	1707785	S	57	0.00001	43	0.00001	51	0.00002	75	0.00002	67	0.00002	35	0.00001	103	0.00003	53	0.00001	40	0.00002	46	0.00002
Massilia sp. PAMC28688	2861283	S	34	0.00001	75	0.00002	18	0.00001	59	0.00002	52	0.00002	22	0.00000	24	0.00001	24	0.00001	62	0.00004	70	0.00003
Massilia sp. W12	3126507	S	19	0.00000	19	0.00001	29	0.00001	0	0.00000	16	0.00001	0	0.00000	0	0.00000	12	0.00000	23	0.00001	21	0.00001
Massilia violaceinigra	2045208	S	16	0.00000	20	0.00001	23	0.00001	17	0.00000	67	0.00002	0	0.00000	29	0.00001	0	0.00000	50	0.00003	32	0.00001
Pseudoduganella plicata	321984	S	40	0.00001	25	0.00001	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	41	0.00001
Herbaspirillum rubrisubalbicans	80842	S	25	0.00001	39	0.00001	0	0.00000	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	37	0.00002	42	0.00002
Herbaspirillum robiniae	2014887	S	24	0.00001	17	0.00000	0	0.00000	25	0.00001	0	0.00000	25	0.00001	26	0.00001	0	0.00000	24	0.00001	31	0.00001
Herbaspirillum huttiense	863372	S	22	0.00001	56	0.00002	0	0.00000	31	0.00001	16	0.00001	0	0.00000	28	0.00001	24	0.00001	20	0.00001	81	0.00003
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	45	0.00001	56	0.00002	31	0.00001	167	0.00005	74	0.00002	123	0.00003	95	0.00003	64	0.00001	83	0.00005	78	0.00003
Janthinobacterium aestuarii	2985511	S	36	0.00001	99	0.00003	0	0.00000	79	0.00002	0	0.00000	0	0.00000	0	0.00000	99	0.00002	0	0.00000	56	0.00002
Collimonas arenae	279058	S	15	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	17	0.00001
Piscinibacter gummiphilus	946333	S	195	0.00005	137	0.00004	82	0.00003	221	0.00006	105	0.00003	206	0.00004	154	0.00004	273	0.00006	151	0.00009	126	0.00005
Piscinibacter sp. XHJ-5	3037797	S	56	0.00001	198	0.00006	68	0.00003	173	0.00005	83	0.00003	26	0.00001	86	0.00003	79	0.00002	80	0.00005	145	0.00005
Roseateles depolymerans	76731	S	55	0.00001	70	0.00002	23	0.00001	76	0.00002	44	0.00001	27	0.00001	45	0.00001	43	0.00001	60	0.00003	93	0.00003
Methylibium petroleiphilum	105560	S	27	0.00001	53	0.00002	22	0.00001	44	0.00001	23	0.00001	0	0.00000	16	0.00000	31	0.00001	26	0.00001	29	0.00001
Sphaerotilus sulfidivorans	639200	S	25	0.00001	25	0.00001	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00001	19	0.00001	0	0.00000
Sphaerotilus microaerophilus	2914710	S	22	0.00001	24	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001
