gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
LOC103094959,LOC103094959,71,63,68,89,112,71,83,69,77.43181645794083,0.002225071618889708,0.022399058055397585,0.40354069438085793,NA,NS
LOC103095010,LOC103095010,167.023,150,137,159,239,218,191,130,170.71304954196432,1.915249235146987e-4,0.020862401483090605,0.9546347571476641,NA,NS
LOC103095054,LOC103095054,42,39,35,47,85,64,58,29,48.0225477829932,-0.0013801426548117578,0.02248034190236932,0.5050028195184975,NA,NS
LOC103095074,LOC103095074,307,255,241,266,346,299,295,241,279.6152220203363,0.011168080063030762,0.02916459437390111,0.0408016973519687,NA,NS
LOC103095100,LOC103095100,617,529,452,530,903,660,647,582,602.8647462400867,-0.002996905919593656,0.01889010070195182,0.5144409421310341,NA,NS
LOC103095107,LOC103095107,55,25,33,56,62,44,40,47,44.70485659397978,0.0010527352509727978,0.022465047145129174,0.5869783627706,NA,NS
LOC103095126,LOC103095126,19,10,17,20,30,18,16,15,17.737953859043852,3.949023612003757e-4,0.022627742738879363,0.7764940896609588,NA,NS
LOC103095131,LOC103095131,253,205,205,228,349,260,348,210,252.40175301025144,-0.001325147763886992,0.020652976945566063,0.7158905984743145,NA,NS
LOC103095135,LOC103095135,108,91,70,97,141,119,114,64,98.35651087921653,0.0015333729473824573,0.02196059632682771,0.5796693609528618,NA,NS
LOC103095140,LOC103095140,100,128,86,122,161.128,146,126,104,120.23666807069914,8.763909373849722e-4,0.021566908761712727,0.7649351824048043,NA,NS
LOC103095190,LOC103095190,1872,1695,1626,1707,2747,1962,2282,1875,1941.8091627822073,-0.0012943169482416434,0.015672891839311847,0.7696124884768101,NA,NS
LOC103095272,LOC103095272,68,61,35,57,103,71,61,67,63.67488463168797,-0.001248605401032416,0.02221420135977965,0.5989361957025285,NA,NS
LOC103095274,LOC103095274,219,182,237,196,460,217,280,229,244.8788615901022,-0.00298131678822915,0.022243282397485176,0.36324794940573746,NA,NS
LOC103095275,LOC103095275,66,43,42,64,80,75,48,41,56.38336461083533,0.0016330272856730239,0.022481264876144238,0.459456476768718,NA,NS
LOC103095281,LOC103095281,107,97,70.999,103,111,90.001,124.999,82,97.81995080323118,0.0037861908850139324,0.023315118997218054,0.19013456842730211,NA,NS
LOC103095411,LOC103095411,38,46.344,29.089,32.348,59.492,61.023,35.314,21.027,39.21758306559696,5.441060034075357e-4,0.022460806906105232,0.7586710490404966,NA,NS
LOC103095421,LOC103095421,116,81.111,114,99,166,123,144,97,115.46950056010382,-3.2034569684470204e-4,0.02145336934070142,0.9134461569270627,NA,NS
LOC103095535,LOC103095535,12,9,9,13,11,8,22,7.944,11.436227871775792,3.2487426045530804e-4,0.022735720273320513,0.7634884294006342,NA,NS
LOC103095602,LOC103095602,146,130.132,127,199,219.335,207,218,161,173.54079831362304,-0.0017081937433261155,0.02166874839685,0.5812166397111793,NA,NS
LOC103095618,LOC103095618,1568.446,1493,1361.093,1425.74,2092.489,1734,1895.942,1492.283,1616.2144091020518,0.002986114944338439,0.01768442928627902,0.5232498037670368,NA,NS
LOC103095623,LOC103095623,32,52,34,27,55,34,54,49,41.87619239020853,-4.40853815123814e-4,0.02240739221119307,0.810887314970385,NA,NS
LOC103095662,LOC103095662,39.014,52,64,71,94.011,57,76,54,62.72620113972318,5.439293931967815e-4,0.022205830489728313,0.8022073422528848,NA,NS
LOC103095708,LOC103095708,390,394,367,468,598,459,514,407,445.07248559079187,0.002638657544578089,0.020292230880122684,0.5271795666976626,NA,NS
LOC103095713,LOC103095713,345,314,262,301,392,389,382,293,332.1698621319846,0.0032246951147985184,0.021178237102834778,0.4260464779102616,NA,NS
LOC103095721,LOC103095721,45,17,28,36,50,66,41,34,38.58807555336008,-0.0016617615719123275,0.022773678331743798,0.3432379114941267,NA,NS
LOC103095756,LOC103095756,197,126,120,187,248,214,169,139,171.38938757367708,0.0011678792939102767,0.02143305067854421,0.7072016832532166,NA,NS
LOC103095762,LOC103095762,751,669,659,604,1072.999,835,889,652,753.5781063464357,-7.056409808297661e-4,0.017773622587194962,0.8715511165280447,NA,NS
LOC103095769,LOC103095769,6,21,9,14,8,13,11,14,12.430466651593512,9.219335746174668e-4,0.02283427437540987,0.3806923173584596,NA,NS
LOC103095781,LOC103095781,26,16,16,27.018,22,19,17,21,20.64434718848046,0.0018802281049415772,0.0229864667084682,0.2110038257707794,NA,NS
LOC103095784,LOC103095784,77,97,85,67,147,123,141,107,103.30943846981657,-0.005895263342573169,0.02520961427071093,0.056622422649452726,NA,NS
LOC103095819,LOC103095819,249,238,238,253,344,271,307,233,264.5254111898599,0.004379568399081869,0.02218648102298728,0.29413864152169295,NA,NS
LOC103095836,LOC103095836,63.026,91.058,68,62.038,142.086,102,118,83,88.6802503391603,-0.004511308159277398,0.02402979871756232,0.10932791000802179,NA,NS
LOC103095843,LOC103095843,100,112,106,85,174,87,108,119,110.17217993791972,0.0012617158368384764,0.02193075902305892,0.6398770548156498,NA,NS
LOC103095850,LOC103095850,121,110,102,120,177,139,138,118,126.30251833626949,2.3234081884902956e-4,0.021033506067169777,0.943144443618559,NA,NS
LOC103095899,LOC103095899,76,55,56,64,103,85,96,74,74.54380198755022,-0.0026580664373227598,0.022611353482278367,0.3284999342335424,NA,NS
LOC103095931,LOC103095931,178,151,155,201,437,244,217,188,211.85109652631604,-0.007126775971467325,0.026133277864064396,0.0496655268274747,NA,NS
LOC103095951,LOC103095951,163,142,147.277,126,239,164,203,177,167.48783400814068,-0.002523851400920567,0.021675929343470613,0.46410165842079815,NA,NS
LOC103096087,LOC103096087,33,32,23,20,42,28,27,32,29.296065238615363,5.078397101693249e-4,0.022468240692768295,0.77152156659119,NA,NS
LOC103096099,LOC103096099,30,38,33,31,50,36,48,36,37.388173811051075,-1.2801766919853428e-4,0.02231126414505099,0.9480073447384606,NA,NS
LOC103096114,LOC103096114,12,13,20,7,35,15,16,8,15.072400729413776,-2.1682750175804655e-4,0.022703609025374376,0.851182941794995,NA,NS
LOC103096117,LOC103096117,34,20,34,26,58,34,33,40,34.080340768416065,-0.0011939195461784713,0.022572929267276543,0.51225922716755945,NA,NS
LOC103096124,LOC103096124,16,7,11,8,20,8,15,13,11.925832240715462,-1.7314272007526487e-4,0.022707996211608135,0.8789242123165106,NA,NS
LOC103096131,LOC103096131,701,758,561,734,1001,934,800,706,765.6218007594302,8.673241996304231e-4,0.019130434435996775,0.8340510412565113,NA,NS
LOC103096133,LOC103096133,636,619,499,587.591,863,700,745,590,646.7533322855156,0.002157332606095307,0.018467584096950197,0.629084005675963,NA,NS
LOC103096155,LOC103096155,16,27,18,30,31,26,35,21,25.31555641419345,1.7833505179851164e-4,0.022531428157670643,0.9096239465761043,NA,NS
LOC103096176,LOC103096176,18,23,15,22,28,22,18,14,19.82180707472201,0.00125741487691476,0.02275595588351494,0.40083041709779854,NA,NS
LOC103096198,LOC103096198,216,172,192,243,360,248,235,217,230.92435633952803,-3.15643796244014e-4,0.020498082794894026,0.9297295056522324,NA,NS
LOC103096269,LOC103096269,235,171,199,219,314,187,190,184,210.29374102008677,0.00993931588826642,0.028725821112259953,0.027101954486480166,NA,NS
LOC103096291,LOC103096291,21,11,19,15,34,27,20,14,19.439111140262202,-6.428800685039788e-4,0.022641500517438965,0.6537198172130861,NA,NS
LOC103096308,LOC103096308,845,835,654,746,1112,938.001,954,838,855.9832182192195,0.0010170467104625334,0.01794973556017836,0.8159213590672254,NA,NS
LOC103096351,LOC103096351,23,16,17,19,31,14,24,16,19.619535853553447,7.623398751766732e-4,0.022641918140311003,0.6062707227555146,NA,NS
LOC103096358,LOC103096358,49,63,41,78,74,55,48,45,56.64149681747969,0.004174125404660188,0.02409613515944964,0.06924322475468092,NA,NS
LOC103096382,LOC103096382,218,219,174,193,323,195,254,235,223.3858362816487,5.623694813541017e-4,0.020635389255517878,0.8732515143569425,NA,NS
LOC103096424,LOC103096424,337.34,289,279.495,342.541,534,403.707,372.409,348,356.46766665368034,-0.0029400098508587428,0.02034589678839584,0.4899310792967696,NA,NS
LOC103096441,LOC103096441,1052,919,825,925,1390,1032,1069,916,1003.7453315734335,0.013304443484706472,0.028178182121638688,0.06829074478496619,NA,NS
LOC103096482,LOC103096482,17,14,11,14,16,17,14,12,14.334171704288266,8.505634547361777e-4,0.02273264256574037,0.5137271998079228,NA,NS
LOC103096539,LOC103096539,95,62,79,61,138,68,88,87,82.9727822693403,-6.880714218279163e-5,0.021909822632007775,0.9779707549884666,NA,NS
LOC103096546,LOC103096546,11,17,19,11,23,8,13,10,14.010167307350548,0.0013833369199424527,0.022912983588322354,0.24913579525575402,NA,NS
LOC103096559,LOC103096559,21,23,20,25,23,12,27,21,21.764637563750995,0.0019256523956456563,0.02300540174799187,0.20115374562077618,NA,NS
LOC103096610,LOC103096610,374.188,421,363.999,445,612.867,556,478,348,443.67421348561413,0.0015117925024159952,0.02033703917900554,0.6932717890659632,NA,NS
LOC103096615,LOC103096615,11,11,17,13,16,18,28,17,16.313020563265784,-8.608540570502282e-4,0.022744769730161714,0.4999737404271097,NA,NS
LOC103096638,LOC103096638,10.024,8,13,6,10.12,2.005,13.006,11,9.291040137209844,6.295658161986817e-4,0.02281377397216342,0.4998889734665039,NA,NS
LOC103096658,LOC103096658,13,28,15,12,26,15,13,14,16.966611513277957,0.0012084399215870072,0.02282587597390173,0.349371932866401,NA,NS
LOC103096708,LOC103096708,145,149,104,160,230.999,156,154,115,148.82849114525203,0.00291879946277425,0.02221439863170677,0.37117288496692125,NA,NS
LOC103096742,LOC103096742,6,14,16,13,21,10,11,16,13.419858267721988,3.268154362445321e-4,0.022713005992382452,0.7761751435878455,NA,NS
LOC103096768,LOC103096768,131,127,142,153,273,212,198,157.03,169.56511558229158,-0.007569196001436368,0.026303145435600025,0.05827102883445432,NA,NS
LOC103096880,LOC103096880,48,49,48,54,75,69,41,53,54.22718751083739,8.925949823105859e-4,0.022237813085450635,0.6871114441413295,NA,NS
LOC103096901,LOC103096901,13,7,6,8,20,13,16,12,11.335299679850374,-0.001279231741340557,0.022897831283374807,0.26500657179319936,NA,NS
LOC103096994,LOC103096994,6,11,8,9,15,12,12,6,9.666698869447243,-6.865283965075746e-5,0.022731986879662394,0.9479871639848165,NA,NS
LOC103097174,LOC103097174,43,40,56,51,74,49,43,47,50.14660612140135,0.0018705438789621694,0.02260663978236483,0.39000510297064606,NA,NS
LOC103097249,LOC103097249,30,37,41,20,41,37,46,39,36.4519921424015,-6.517478389979834e-5,0.022426844749135318,0.9705636683932141,NA,NS
LOC103097307,LOC103097307,69,81,63,63,127,93,64,65,76.49526973446366,3.468972893175155e-4,0.021927044979666875,0.8891957158347163,NA,NS
LOC103097316,LOC103097316,166,165,163,179,301,212,226,177,194.54418756281527,-0.002867898669117901,0.021468842258769945,0.4431451828707883,NA,NS
LOC103097326,LOC103097326,20,27,22,24,20,32,40,16,25.215141306334875,4.956069667855804e-4,0.02260385835303143,0.7363377915323635,NA,NS
LOC103097350,LOC103097350,43,66,51,50,76,72.148,60,55,58.78341662747354,2.537074431089311e-4,0.022104659243589803,0.9108733720715217,NA,NS
LOC103097375,LOC103097375,17,21,23,4,27,17,31,22,20.010657247246428,-6.856581954728849e-4,0.02272473333555237,0.5807910827066292,NA,NS
LOC103097446,LOC103097446,791,761,641,801,1150,903,912,715,822.2013431082161,0.003644707643200417,0.019064041823292303,0.44252533040718234,NA,NS
LOC103097594,LOC103097594,24,22,26,23,46,37,40,35,30.883117555710715,-0.0026706029163330804,0.02322227151177451,0.15444276439287874,NA,NS
LOC103097632,LOC103097632,15,10,8,0,25,14,16,11,11.614947239343197,-0.0011832994499351016,0.022921181310771154,0.22686525225182316,NA,NS
LOC103097644,LOC103097644,1629,1384.045,1614.009,1488,2382.99,1855.397,1893.436,1577.372,1706.2538408450696,0.0011007189445520226,0.017222047123961776,0.8039069318030284,NA,NS
LOC103097702,LOC103097702,2384,2176,2037,2125,3517,2548,2681,2206,2420.605340846713,0.0021928782894460393,0.014490778454601923,0.6118720620663258,NA,NS
LOC103097748,LOC103097748,843,799,802,811,1157,943.999,963,783.001,880.6247806322583,0.009876997514234088,0.02578812136808122,0.10753394837479682,NA,NS
LOC103097781,LOC103097781,42,42,48,48,65,30,63,59,49.569333612762755,5.435539551300834e-4,0.022349360041711404,0.7814360768549089,NA,NS
LOC103097807,LOC103097807,827.724,759.828,666.779,805.458,1175.529,963.578,942.209,745.603,848.121134208673,0.0016451455296688895,0.017240351052247062,0.7138298401150258,NA,NS
LOC103097837,LOC103097837,15,11,12,9,12,5,9,6,10.000612787409962,0.002033791199056408,0.023211816458408356,0.059547781799115206,NA,NS
LOC103097840,LOC103097840,1174,1063,1003.001,1036,1995,1453.999,1466,1230,1271.0363190342805,-0.05549904642192914,0.048182275720463213,0.0011345829028637686,NA,NS
LOC103097845,LOC103097845,14,10,22,7,40,15,18,26,18.301046952408548,-0.0015583319622231313,0.022959985969164494,0.20896561961229224,NA,NS
LOC103097879,LOC103097879,2032,1960.33,1848,1966,2755.298,2427,2384,1773,2122.1236354326365,0.008475947141595561,0.023839200066990317,0.15021422124960152,NA,NS
LOC103097887,LOC103097887,13,6,14,5,16,10,14,7,10.407161817782306,1.2582558045148414e-4,0.022735966968060753,0.9040532531199552,NA,NS
LOC103097893,LOC103097893,335,358,275,295,493,387,457,317,358.6214819434277,-0.0016999120236792435,0.020128224799157438,0.6678897951513034,NA,NS
LOC103097953,LOC103097953,68,48.999,33,55,71,56,82,44,56.1187615328984,2.8217254218294824e-4,0.022185547112716718,0.8961012303887925,NA,NS
LOC103097989,LOC103097989,65,55,75,66,137,74,84,62,75.07318204087414,-9.408395855652245e-4,0.02204330106316502,0.7036493518003838,NA,NS
LOC103098052,LOC103098052,198,234,166,208,325,300,242,229,234.01425592577183,-0.0029931602192684197,0.021767782999651892,0.4087946906502854,NA,NS
LOC103098056,LOC103098056,19,26,32,40,60,37,33,34,34.42302257952578,-6.850810392796644e-4,0.022495770552936813,0.694922424514743,NA,NS
LOC103098080,LOC103098080,33,12,18,18,49,24,27,18,23.634710498532815,-7.575181436119991e-4,0.0226376848048624,0.610348805296888,NA,NS
LOC103098146,LOC103098146,383,369,280,336,521,452,412,347,381.61214481562246,6.828299764589197e-5,0.01920464363833092,0.9866287737498263,NA,NS
LOC103098166,LOC103098166,514,438,422,440,728,510,474,400,483.0880759177471,0.009668113767950019,0.02669686654295429,0.08763028135979123,NA,NS
LOC103098192,LOC103098192,25,27,18,21,33,33,34,23,26.31833570768453,-5.49265904121095e-4,0.02250351207553181,0.7456438235186114,NA,NS
LOC103098226,LOC103098226,34,26,23,30,35,17,22,16,25.354314049181614,0.003939396473965686,0.024196650518961582,0.023739160950142116,NA,NS
LOC103098320,LOC103098320,152,115,119,131,222,167.079,176,149.399,150.6711112967629,-0.003465797787537492,0.022235780245058095,0.3338104038279067,NA,NS
LOC103098391,LOC103098391,146,117,139,131,217,167,166,159,153.07950515769488,-0.0017598109774052718,0.02128856775201907,0.6038640218591047,NA,NS
LOC103098392,LOC103098392,124,88,81,97,168,104,134,106,110.18355514689782,-9.403107052148037e-4,0.021500159197859237,0.7540289096391319,NA,NS
LOC103098396,LOC103098396,26,27,32,30,33,33,48,35,33.06606445474356,-2.7640565569780646e-4,0.022440727941181144,0.875030168514015,NA,NS
LOC103098472,LOC103098472,29,23,18,26,54,25,35,23,27.957951005422412,-8.381944700952683e-4,0.02254626027748258,0.6233529142466627,NA,NS
LOC103098482,LOC103098482,26,18,29,17,40,14,35,34,26.310086518626655,-4.549706374380369e-4,0.022596029642093406,0.7583370671185602,NA,NS
LOC103098499,LOC103098499,92,60,78,77,123,91,95,74,84.77775679801486,4.91808423487599e-4,0.02168668666620606,0.8583701811058033,NA,NS
LOC103098524,LOC103098524,336,348,324,289,443,399,425,332,359.48790386398764,0.0014732182213076821,0.02015969220180654,0.7055038927051727,NA,NS
LOC103098576,LOC103098576,83,52,62,58,148,85,78,77,77.35006670418771,-0.003355894301134976,0.023199176741004694,0.19959051973024405,NA,NS
LOC103098587,LOC103098587,16,14,8,10,21,11,13,14,13.087337254385417,1.323312725203757e-4,0.022676746165748735,0.9137584273062553,NA,NS
LOC103098613,LOC103098613,1322,1082.429,1032,1203.403,1869.675,1376.763,1435.697,1224.866,1296.3057727280184,-2.8785968858691184e-4,0.01522645203119555,0.9472168726743287,NA,NS
LOC103098634,LOC103098634,212,234,219,230,345,248,278,185,240.83908534177604,0.004205716057232365,0.02248932121840037,0.28046263646617425,NA,NS
LOC103098643,LOC103098643,78,73,88,71,108,115,98,105,91.59489840403792,-0.0018532807880358119,0.02223123464636347,0.4819370337300492,NA,NS
LOC103098714,LOC103098714,159,125,148,171.673,218.069,164,183,183,167.88788807546953,6.517237462535711e-4,0.02111543352649836,0.8405934376837252,NA,NS
LOC103098715,LOC103098715,76.663,98.27,69.671,81.645,102.753,74.391,84.913,59.136,80.94808687429442,0.006413690243900441,0.02584412871103929,0.03240162628702604,NA,NS
LOC103098718,LOC103098718,203,173,143,176,298,231,200,162,193.7728373729671,-1.881731425980715e-4,0.020514151656346222,0.957908623534864,NA,NS
LOC103098741,LOC103098741,19,21,13,10,24,16,27,11,17.242951185868655,1.5801892940783157e-4,0.022639585394840907,0.9048825817785328,NA,NS
LOC103098762,LOC103098762,199,194,138,238,293,215.999,212,174,205.0064936334546,0.0035719431271547895,0.022408153017642898,0.3118938983825208,NA,NS
LOC103098763,LOC103098763,28,17,18,20,28,26,43,21,24.627401362361248,-8.582196978720942e-4,0.022626853448836377,0.5806691389848598,NA,NS
LOC103098772,LOC103098772,16,22,21,13,43,12,26,26,21.77011832180463,-7.335571027594029e-4,0.022676199257098833,0.5969296603009802,NA,NS
LOC103098774,LOC103098774,68,67,71,57,124,74,84,60,73.88884135147431,-1.375902872358982e-4,0.021854478691783828,0.9570515117567702,NA,NS
LOC103098787,LOC103098787,256,217,243,231,352,282,314,255,265.8215696647341,-7.66110064277836e-5,0.019925700827831027,0.9840520779434112,NA,NS
LOC103098819,LOC103098819,33,29,21,21,37,26,36,29,28.64434723851535,2.0670783033464778e-4,0.022441968426083304,0.9058419622481529,NA,NS
LOC103098855,LOC103098855,124,153,94,156,201,161,136,139,143.8744085855862,0.0013816530610189432,0.021659197796665086,0.6438622157915066,NA,NS
LOC103098898,LOC103098898,15,12,7,4,9,10,12,10,9.8710959243205,3.926391822228356e-4,0.022760610624399574,0.6996314564880197,NA,NS
LOC103098903,LOC103098903,157,100,117,98.001,196.04,142,166,138,136.46410381102766,-0.002258404619236397,0.021905352953638473,0.47305367082476046,NA,NS
LOC103098905,LOC103098905,13,8,19,14,38,17,9,3,14.331491381145897,3.039404698491194e-4,0.022755624232871193,0.7632915437353185,NA,NS
LOC103098941,LOC103098941,23,5,15,11,45,10,13,19,16.536612368069285,-7.013120366389942e-4,0.022775763972715735,0.524080046941847,NA,NS
LOC103098957,LOC103098957,42,33,34,24,55,31,45,28,35.77972011159779,7.198496161655335e-4,0.022418980786677856,0.7035615871081582,NA,NS
LOC103098978,LOC103098978,6,16,16,16,20,18,21,9,15.14150676037309,1.2530310703864073e-4,0.022682664840710003,0.9171689578657731,NA,NS
LOC103099050,LOC103099050,1420,1225,1144,1314,2126,1529,1532,1308,1423.5959290206927,2.1199623728016318e-4,0.01483778343405355,0.9607573033527178,NA,NS
