gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
MIEF2,MIEF2,1928,1600,1496,1513,2473.999,1979,2087,1735,1825.3332633953262,-1.0126974963855203e-4,0.015524519261554333,0.9815125921621648,NA,NS
MIEN1,MIEN1,1087,938,816,868,1591,1074,1220,999,1052.040563117325,-0.003758117914085949,0.01876829618553038,0.43377811282121714,NA,NS
MIER2,MIER2,1257,1165,1149,1009,1590.999,1398,1600,1307.001,1298.7518331104902,-0.0016354694784298219,0.01918255895457662,0.6995713303928249,NA,NS
MIER3,MIER3,2490,2138,2018,2061,3447,2535,2540,2195,2391.5475437332148,0.005552485371491164,0.018435144947345973,0.28536086314541637,NA,NS
MIF,MIF,884,672,697,715,1458,930,1248,981,921.4914075471369,-0.046356900179878965,0.05248495513945787,2.985122707221411e-4,NA,NS
MIGA1,MIGA1,562,556,560,502,738,712,729,555,609.8410132955365,5.512581223172592e-4,0.019430774634448728,0.8911236092590291,NA,NS
MIIP,MIIP,375,372,303,354,543,492.999,517.999,390,411.5348720401766,-0.00683334082476366,0.024222605790321705,0.15377516730883883,NA,NS
MINDY1,MINDY1,883,765,651,803,1201,938.001,957,765,856.4025571761349,0.002114346029586064,0.01732891808691385,0.6416856660759893,NA,NS
MINDY3,MINDY3,1248,1079,1013,1272,1770.001,1259,1402,1143,1256.1359860999517,0.006573592513536722,0.021664916610690064,0.2259489114036107,NA,NS
MINK1,MINK1,1652,1631,1407,1494.001,2442,1981,1982.999,1700,1759.8981849004606,-0.004240922360692777,0.018305694542577407,0.3894446790082874,NA,NS
MINPP1,MINPP1,133,106,120,124,215,119,131,138,133.4712769399849,7.295825346224268e-4,0.021355624803821735,0.8125212973835334,NA,NS
MIOS,MIOS,2015,1973,1449,1890,2766,2489,2233,1920,2060.7839272552396,-0.001485734395759259,0.01796073349916993,0.736704770667096,NA,NS
MIPEP,MIPEP,816,651,598,738,1286,730,832,725,778.326771291134,3.877213939918735e-4,0.018730148142012727,0.9264285472499152,NA,NS
MIPOL1,MIPOL1,488,427,408,489,771,562,539,442,505.7321503336233,9.563855722183586e-5,0.01826922002827296,0.9821589516097629,NA,NS
MIS12,MIS12,364,281,293,332,495,428,375,303,352.93394863635933,5.421703346284468e-4,0.01941949919709298,0.8929819222558353,NA,NS
MIS18A,MIS18A,1229,967,1092,1113,1882,1292,1379,1140,1238.160505971178,-0.0011972754748037745,0.017021368286797428,0.7878030138667627,NA,NS
MIS18BP1,MIS18BP1,1766,1531,1382,1601,2458,1809,1854,1643,1730.2404815270047,0.003818426723283178,0.01692258202725561,0.4245956611085123,NA,NS
MISP,MISP,52,46,60,61,84,57,63,40,57.24321024588274,0.0023372721577197796,0.022726945856909653,0.3184971077787709,NA,NS
MITD1,MITD1,611.001,510.001,524.001,567.001,916,560,674,602.999,611.1549110822849,0.0018307877710496943,0.019060104202030886,0.6704701252530878,NA,NS
MITF,MITF,589,464,501,601,823,619,650,495,584.4371021353468,0.0052410554657566,0.02180796427973979,0.2747307093066025,NA,NS
MKKS,MKKS,583.793,458.632,461.74,518.041,870.432,607.559,597.621,421.062,552.3756769612307,0.0029157252731900145,0.02013806033350179,0.499164954715403,NA,NS
MKNK1,MKNK1,274,227,220,244,332,238,263,224,251.01109894788416,0.011784267523227763,0.02995582108413718,0.0313345881342315,NA,NS
MKNK2,MKNK2,920,884,700,823,1336,1033,1012,861,930.2680626131882,-3.146920159150359e-4,0.016665711448669865,0.94309615598766106,NA,NS
MKRN1,MKRN1,1345,1137.999,999,1084.999,1797,1334,1349,1149,1254.1657044335857,0.0038787350192862145,0.017918307084053106,0.42368259431532534,NA,NS
MKRN2,MKRN2,1656,1381,1254,1323,2231,1626,1641,1441,1544.1996128028961,0.00361968654481927,0.01736726054394634,0.4492028785735392,NA,NS
MKRN2OS,MKRN2OS,50,40,39,62,105,53,55,60,56.211525280416126,-0.0015030196835437988,0.02243629953641341,0.49428129582343966,NA,NS
MKS1,MKS1,1003,872,847,1020,1525,1227,1163,984,1061.6202725814346,-0.003142723524988503,0.01812320422705973,0.5033224127553376,NA,NS
MKX,MKX,118,109,94,103,206,128,130,104,120.61808910146748,-0.0012994827117562096,0.021448640314449437,0.6783190263090704,NA,NS
MLANA,MLANA,376,356,324,378,531,422,444,357,393.9099972511785,0.0028872814205261237,0.019886363968122097,0.5092940409888502,NA,NS
MLF1,MLF1,98,76,73,87,222,96,107,99,102.35202707969685,-0.004020944129532582,0.023654004103375304,0.1410022836327128,NA,NS
MLH1,MLH1,352,292,292,271,517,395,500,412,371.30346103475074,-0.01550436201738229,0.03387809281997018,0.010398092318146325,NA,NS
MLH3,MLH3,590,577,519,576,899,703,676,567,628.9613391585699,0.0012278749914533488,0.017670012958606443,0.7809955319098065,NA,NS
MLIP,MLIP,230.999,168.999,173,219.999,407,229.999,237.999,206,227.0713390372382,-0.002365330259225313,0.021429533494413837,0.5035052295268445,NA,NS
MLLT10,MLLT10,1764,1551.999,1486.001,1623.001,2325.001,2005.999,2228,1715,1815.2471043273356,-0.00204913074378878,0.01737818225926139,0.6512507938449776,NA,NS
MLLT11,MLLT11,235,200,228,171,291.999,262,269,226,233.53505200865624,2.186022628689873e-4,0.020667109293256755,0.9499593610161834,NA,NS
MLLT6,MLLT6,1806.001,1511,1441,1630,2607.001,1983,2000.999,1722,1805.8128648536056,-0.0035054581493115197,0.016283555081208122,0.453447885195309,NA,NS
MLST8,MLST8,637,549,447,520,806,659,705,526,596.479621899571,9.206065179474705e-4,0.018274404231509597,0.8311441365689858,NA,NS
MLX,MLX,1872.999,1638,1550,1829,2713,2086,2028.999,1739.001,1903.5208444269972,0.0031626245901019124,0.01636933665654918,0.49614588825303957,NA,NS
MLXIP,MLXIP,2464,2335,1976,2380,3524,2836,2780,2312,2539.0142898258464,0.0019922318438755486,0.015290112357762549,0.6526760317106401,NA,NS
MLXIPL,MLXIPL,1406.999,1425,1434,1248,1977,1746,2070.001,1675.001,1608.5562897896048,-0.0051761057356214,0.022445868585964607,0.25299250277944935,NA,NS
MLYCD,MLYCD,1150,1005,868,1078,1847,1140,1268,1032,1146.6065950556515,-5.624770189970244e-4,0.017353209115709395,0.8980857759600234,NA,NS
MMAA,MMAA,104,81,78,68,151,86,115,103,96.06003967510846,-0.0018785857383235584,0.02208407018854818,0.5023709747167497,NA,NS
MMAB,MMAB,122,98,98,102,179,130,133,113,119.46871552860372,-0.0012513421237633235,0.02131066816645136,0.6977514637034015,NA,NS
MMACHC,MMACHC,20,15,21,23,40,24,18,17,21.669615614456248,2.3014363627061197e-4,0.022562240661796244,0.8789604933204181,NA,NS
MMADHC,MMADHC,2406,2200,2020,2360,3886,2816,2759,2237,2532.9906020874996,-0.002150745238065142,0.01563070918398864,0.6308315449534442,NA,NS
MMD2,MMD2,58,54,56,48,89,77,60,48,60.186036651510115,1.5911698103052578e-4,0.02199861932848554,0.9469657820415855,NA,NS
MMGT1,MMGT1,13,15,19,22,37,19,31,16,20.842565652865428,-8.223560641551134e-4,0.022665601260354686,0.5711015077840647,NA,NS
MMP11,MMP11,201,239,180,198,259,332,269,228,236.7370034666848,-0.0018556264771522723,0.021674529954117436,0.5558422078542036,NA,NS
MMP13,MMP13,12,14,10,5,6,4,29,13,11.757935432981816,-8.221972705500411e-5,0.02277790703885748,0.9264789174119823,NA,NS
MMP14,MMP14,35,43,37,36,52,42,53,45,42.69348335121976,-6.789718777241353e-5,0.02224658353280931,0.9737010229304943,NA,NS
MMP15,MMP15,550,523,350,566,760,499,578,535,537.849307758776,0.0032412482271284493,0.02132172485005975,0.41685746287387293,NA,NS
MMP17,MMP17,253,199,192,214,292,239,251,187,226.14874674274418,0.007104493069414088,0.025121426722692023,0.11264613364416577,NA,NS
MMP19,MMP19,35,29,28,21,38,41,36,34,32.46601175494142,-4.7354963471455796e-4,0.022420327933922714,0.7954421446612525,NA,NS
MMP20,MMP20,116,106,84,95,176,102,136,95,111.1369487653357,2.3032140371742255e-4,0.021403091943240506,0.9384563850561659,NA,NS
MMP21,MMP21,52,57,45,53,86,60,48,51,55.70397321050444,0.0012731450754481942,0.022246291236350607,0.5870034704229395,NA,NS
MMP24,MMP24,16,21,11,9,31,16,16,26,17.81931386305242,-0.0010132303298549042,0.02276616830723286,0.43952841172577983,NA,NS
MMP24OS,MMP24OS,23,18,13,24,45,33,30,28,25.699321142097958,-0.0025754518895749847,0.023252035560984832,0.13122721184822517,NA,NS
MMP25,MMP25,42,41,27,56,52,57,67,57,49.4804661042363,-0.0014020499129699555,0.022536870925578004,0.4820722009537599,NA,NS
MMP27,MMP27,30,10,24,36,46,20,20,19,25.042250451906266,0.0012156808813973009,0.022776465978990617,0.39209715635098186,NA,NS
MMP7,MMP7,488,370,338,360,611,407,425,358,412.7351970933301,0.00799273169409324,0.025310465237641362,0.11683847638058123,NA,NS
MMP9,MMP9,92,66,68,63,109,85,87,71,78.91980014254396,9.171710697774758e-4,0.021803940572126878,0.7361660035588301,NA,NS
MMS22L,MMS22L,993,881,784,841,1507,1078,1091,947,995.0061904127559,-0.004579785915384897,0.019030249613938077,0.35959068172409325,NA,NS
MMUT,MMUT,2311,2018,1848,2148,3290,2394,2527,2030,2284.3336553236004,0.006105878888086258,0.018915278515578962,0.2531153673125051,NA,NS
MNAT1,MNAT1,1398,1103,1318,1283,2703,1535,1638,1345,1493.5646630121391,-0.0070400135737026725,0.024240264529179,0.15330110162071459,NA,NS
MND1,MND1,59,38,50,61,128,75,82,61,66.3181873553411,-0.00469894603121198,0.024387801342067517,0.06799536627838819,NA,NS
MNS1,MNS1,332,259,234,300,492,289,340,322,314.56456964892465,-4.439835062204355e-4,0.02003272153922153,0.9070754514728734,NA,NS
MNT,MNT,461,488,398,416,681,608,640,559,524.0820696007472,-0.0093115333121983,0.026960235699258032,0.07531907590537969,NA,NS
MOB1B,MOB1B,1983,1739,1599,1784,2782,2153,2083,1632,1938.2407603902896,0.008164093648504516,0.022041165128488124,0.17115815213569294,NA,NS
MOB3B,MOB3B,168,117,89,126,213,110,151,121,133.66566310035154,0.001799587913363961,0.021896859615273802,0.5405036250731914,NA,NS
MOB3C,MOB3C,215,130,167,181,326,206,234,196,201.51231304724155,-0.003461789230953915,0.02224826992589942,0.33286429024119646,NA,NS
MOCOS,MOCOS,320,293,287,305,467,375,373,264,330.39548402728985,0.002597510341655748,0.020290999471638097,0.5323471316301733,NA,NS
MOCS1,MOCS1,263,228,180,196,327,260,276,259,245.21699338533142,-0.0013277007626775804,0.020502452383784113,0.7209062991703721,NA,NS
MOCS3,MOCS3,226,156,168,185,392,260,223,188,216.94190793392218,-0.005024062617724158,0.02359911307990642,0.1797408215090087,NA,NS
MODO-UB,MODO-UB,393.036,303.158,361.946,383.107,838.145,403.102,560.367,550.316,458.70206556676374,-0.014487270818145185,0.033592925603174104,0.004867009677721791,NA,NS
MODO-UC,MODO-UC,405.753,274.65,333.919,373.712,807.997,407.712,509.621,492.562,435.354649770246,-0.013881242965449644,0.032839610496080196,0.007581128957147374,NA,NS
MODO-UI,MODO-UI,20,8,15,8,16,20,23,18,15.802037325678008,-8.571166875264879e-4,0.022756363715678272,0.4904334421627521,NA,NS
MODO-UJ,MODO-UJ,232,225,219,252,397,299,338,251,271.2438076563885,-0.004995599155715514,0.022754863618232604,0.24169698820288768,NA,NS
MOGAT2,MOGAT2,744,653,552,661,964.205,710,757,637,701.1253600399629,0.010682091642053465,0.026644297230348116,0.09178945238084267,NA,NS
MOK,MOK,206,202,178.001,213,416,250,277,237,240.14825620708154,-0.008498805385928841,0.026782129917107624,0.06451220694277099,NA,NS
MON1A,MON1A,347,309,271,321,548,435,434,327,365.2046090701604,-0.008070517233142315,0.02526206748070126,0.11917956358720244,NA,NS
MON1B,MON1B,853,773,671,718,1211,805,960,833,840.0632109576967,4.4148324085636903e-4,0.01760662770357821,0.9194769588128785,NA,NS
MON2,MON2,1911,1675,1541,1736,2905,2112,1989,1839,1927.8403154392615,-0.001420915937156174,0.015200433518777697,0.7458100557057752,NA,NS
monDomV1R1248,monDomV1R1248,7,16,21,23,25,20,16,13,17.658479024168823,7.52735774462487e-4,0.022724372900221057,0.5546699295224637,NA,NS
MORC3,MORC3,752,752,670,883,1090,958,882,813,843.0290181282116,0.002451737138440887,0.019587844770376873,0.5707444170996175,NA,NS
MORC4,MORC4,1443,1271,1080,1219,2053.999,1650.001,1786.999,1399,1458.7231164994078,-0.017255443853285018,0.03192241828478785,0.0373809342953317,NA,NS
MORN2,MORN2,62,42,57,56,107,61,49,60,60.34558568905826,1.2118719718869014e-4,0.022107869708248077,0.9571199540284065,NA,NS
MORN3,MORN3,49,30,48,46,87,60,71,45,52.82037846812985,-0.002487150602268629,0.02287765537003767,0.2699578135959857,NA,NS
MORN4,MORN4,1119,989,816.999,883,1498,1241,1117,998,1065.0119669201415,-5.829372526145858e-4,0.0171094191502647,0.8947349755574832,NA,NS
MORN5,MORN5,109,53,83,80,172,68,94,105,92.77778350462437,-8.039145580852138e-4,0.02217944390931161,0.7229803083023459,NA,NS
MOSMO,MOSMO,844,830,796,786,1171,985,1109,855,912.9426787145586,1.1919405435126828e-4,0.017975157317468134,0.9779839365498907,NA,NS
MOXD1,MOXD1,14,13,8,7,19,18,21,18,14.353600041085235,-0.0016386059059807887,0.022983203102723733,0.19345225159871407,NA,NS
MPC1,MPC1,2632,2013,2108,2028,3768,2460,2850,2257,2463.2393785884897,-0.0011322868487533223,0.01679492086547128,0.7990122949176753,NA,NS
MPC2,MPC2,85,60,69,53,193,59,73,79,79.73223349641873,-0.0016785139136697037,0.022606987296909454,0.41285082973357795,NA,NS
MPDU1,MPDU1,1950,1860,1609,1664,2725,2027,2071,1879,1948.8132684100005,0.004319996071816197,0.01831480046488168,0.38231293162969676,NA,NS
MPDZ,MPDZ,39,25,25,42,45,59,48,27,37.961107344715174,-7.615318988058162e-4,0.022475733814390577,0.6735735710119977,NA,NS
MPG,MPG,61,63,51,48,104,75,73,55,64.56469565295667,-0.0013501167103160492,0.02213566449084933,0.5904439293244064,NA,NS
MPHOSPH8,MPHOSPH8,2528,2175,2010,2310,3888,2733,2523,2260,2503.1935691736026,0.0014355641722988606,0.01578613187593554,0.7462400567700802,NA,NS
MPHOSPH9,MPHOSPH9,853,752,690,783,1198,902,911.001,761.999,843.9881770812074,0.004603696039814597,0.019185068971381506,0.3570951935642098,NA,NS
MPI,MPI,543,511,417,468,784,639,641,512,554.0679032032009,-0.00418034129241112,0.02030198299095921,0.3763877115131524,NA,NS
MPND,MPND,1312,1043,1002,997,1682,1396,1415,1187,1234.3788496122777,-0.003479540186667799,0.018524896193603594,0.46375163324815644,NA,NS
MPP1,MPP1,530,397,381,417,818,591,573,430,502.08201659823277,-0.00784153931250475,0.02494910607448114,0.1288542100655321,NA,NS
MPP4,MPP4,65,38,36,55,58,42,62,33,48.142216349731996,0.0029440129721192733,0.02325084821933666,0.16643476016751715,NA,NS
MPP7,MPP7,1486,1366,1245,1460,2405,1833,1584,1250,1545.2492112521886,8.850330225911092e-4,0.017736903050518605,0.8398747034679332,NA,NS
MPV17,MPV17,1225,1092,1091,1060.001,1793,1325,1479,1266,1272.4144109702047,-0.0037952497874243116,0.018588496466520523,0.43110808531448075,NA,NS
MPV17L,MPV17L,69,65,50,57,80,72,69.038,46,62.85719657102717,0.002564350669633825,0.022721702290913318,0.3094527570820783,NA,NS
MPV17L2,MPV17L2,2460,1889,1843,1779,3295,2373,2480,2110,2235.6119949856625,-0.001440351926745987,0.016580480812682007,0.7473373356148665,NA,NS
MPZ,MPZ,459,387,369,379,664,409,577,450,453.4354652500704,-0.002239501290260884,0.0202003926330329,0.5830627790467782,NA,NS
MPZL3,MPZL3,1092,746,862,890,1367,908,1013,915,962.052081833539,0.007940360861513283,0.02467516947711629,0.13772814538645645,NA,NS
MR1,MR1,61,49,40,55,88,56,38,58,54.727240970802555,0.0011592071579565456,0.02233512798379848,0.5946547833410543,NA,NS
MRE11,MRE11,1770,1481,1442,1535,2510,1785,1820,1572,1711.863112382307,0.004753817365731419,0.017993481315757377,0.3434092962186923,NA,NS
MREG,MREG,402,336,291,335,573,399,404,340,377.3668591857805,9.260838219351282e-4,0.01895605464022542,0.8250143771446312,NA,NS
MRI1,MRI1,34,24,34,23,82,38,35,42,37.27170470251413,-0.0026593268943913557,0.023230950356921173,0.14979615244330707,NA,NS
MRM1,MRM1,561,523,465,536,767,660,697,522,583.5681035803876,-8.754838345734556e-5,0.01811580694163521,0.9837555638492197,NA,NS
MRM2,MRM2,645,532,495,527,914,687,655,564,615.5202804023395,-6.786394352551648e-4,0.01748259388241093,0.8771013356729443,NA,NS
MRM3,MRM3,707,583,490,602,1003,823,785,679,693.9577347829431,-0.011477253807539617,0.027881181316164922,0.0724015059416962,NA,NS
MROH6,MROH6,78,78,67,53,133,84,80,83,80.13515695238561,-0.0015249030446673633,0.022101526616476536,0.5605076241971627,NA,NS
MRPL10,MRPL10,1862,1633,1508,1545,2784,1932,1971,1744,1837.725801602548,-0.0011915051910437223,0.015235911680222317,0.7853957319622538,NA,NS
MRPL11,MRPL11,2041,1727,1568,1556,2710,2001,2304,1859,1939.023049744202,-0.0017982965401153656,0.016840398664495142,0.6899960195962842,NA,NS
MRPL13,MRPL13,1625,1185,1240,1314,2648,1567,1608,1554,1549.8471185749756,-0.006699071419661565,0.023296915447147463,0.18895433475843737,NA,NS
MRPL14,MRPL14,345,278,293,319,583,364,378,330,352.5624699945835,-0.00284259934918147,0.020512857855892665,0.49502756393250913,NA,NS
MRPL16,MRPL16,1768,1536,1327,1528,2430,1896,1997,1595,1729.7551956939612,-0.0017096206895939469,0.015237690127377235,0.6978187789873755,NA,NS
MRPL17,MRPL17,2055,1764,1550,1807,2965,2254,2147,1722,1993.4313196931055,8.695976777733543e-4,0.01512608027227164,0.841629879943979,NA,NS
MRPL18,MRPL18,560,535,500,518,916,592,674,603,601.4922598783302,-0.002753337905654759,0.019268586722224316,0.538325255720769,NA,NS
MRPL19,MRPL19,672,520,500,520,907,765,785,688,656.8415510440474,-0.016792744021690707,0.033587526735226685,0.02253308085320699,NA,NS
MRPL2,MRPL2,935,755,672,681,1269,941,1061,811,871.836790741523,-0.005800584114817841,0.021704974861926258,0.2547227299321954,NA,NS
MRPL21,MRPL21,760,487,586,583,1231,646,786,745,707.39466449734,-0.005538822620925293,0.023532329090697076,0.18806559996510783,NA,NS
MRPL22,MRPL22,1537,1085,1286,1257,2673,1412,1708,1447,1504.733548416135,-0.006183271776738618,0.023515125184206915,0.18669897197886742,NA,NS
MRPL27,MRPL27,1663,1127,1298,1182,2480,1697,1768,1644,1567.429955058851,-0.016986355211298394,0.033916427102269275,0.020282273893216546,NA,NS
MRPL30,MRPL30,2112,1422,1652,1633,3285,1963,2172,1922,1967.1262309302247,-0.006054382736573649,0.022706269020854083,0.21996082329502736,NA,NS
MRPL32,MRPL32,114,86,90,94,168,113,128,112,110.78773349944184,-0.002007110147738784,0.02178249862940468,0.5212018536370673,NA,NS
MRPL33,MRPL33,1328,1106,1183,1287,2248,1315,1510,1331,1383.851914808322,-0.0014542785975293964,0.018293402100589946,0.7395725748008275,NA,NS
MRPL34,MRPL34,2164,1829,1770,1817,3356,2254,2370,2030,2152.448141591881,-0.004718354792365236,0.018306398293347268,0.34801778084818924,NA,NS
MRPL37,MRPL37,2632,2328,1973,2166,3334,2537,2830.982,2281,2479.1669977800343,0.007540333849627401,0.02175197149623616,0.19158045635085091,NA,NS
MRPL38,MRPL38,2529,2009,2033,2063,3501,2726,2804,2211,2439.2454448164403,-0.0032720669758324783,0.016479198166034735,0.4835544999203453,NA,NS
MRPL39,MRPL39,2189,1913,1814,2033,3636,2465,2398,2057,2260.0371002850247,-0.004680826794377291,0.01870859647787508,0.3519403564070325,NA,NS
MRPL4,MRPL4,1590,1376,1353,1385,2503,1730,2002,1651,1663.9691105533386,-0.019478631296889697,0.03339244513358868,0.029439795749119167,NA,NS
MRPL40,MRPL40,236,191,178,200,339,248,269,242,233.36876713984879,-0.004193363653543122,0.022115627674543822,0.3064940402138538,NA,NS
MRPL41,MRPL41,404,290,283,285,766,361,481,443,397.8203891301571,-0.014408146293615498,0.0334829697502522,0.00529095777445103,NA,NS
MRPL42,MRPL42,916,699,712,798,1444,873,937,880,886.6917092398804,-0.002920888641997394,0.01944861113695498,0.514918211178611,NA,NS
MRPL43,MRPL43,150,113,158,130,330,186,224,201,180.02490408141992,-0.013258583407626938,0.03268129226978125,0.0033825300586982207,NA,NS
MRPL44,MRPL44,718,511,500,608,976,713,708,487,637.6679359324673,0.002506249128736645,0.019975260389687374,0.5538343525322824,NA,NS
MRPL46,MRPL46,1594,1260,1215,1286,2333,1630,1658,1433,1518.1131133715298,-0.004362047930756656,0.01844306396620731,0.37868898877286034,NA,NS
MRPL48,MRPL48,761,540,588,585,1167,736,803,697,715.9236157374904,-0.0067815831056492505,0.023506940041609765,0.1812127436014327,NA,NS
MRPL49,MRPL49,1355,1169,1114,1166,2112,1554,1673,1363,1407.1698342671712,-0.0327525393033245,0.040520678833809706,0.008376628746065104,NA,NS
MRPL50,MRPL50,2004,1547,1540,1676,3069,2105,2148,1646,1917.799591693846,-0.003879059019139649,0.018636335645301337,0.4227300781993441,NA,NS
MRPL51,MRPL51,737,557,602,619,1340,706,832,732,741.8358373388535,-0.008354760602810332,0.02599339072987369,0.09514154237900421,NA,NS
MRPL52,MRPL52,567,375,420,422,966,498,622,561,535.666121090039,-0.009231793043846326,0.02756095611188047,0.05128849834663071,NA,NS
MRPL53,MRPL53,483.278,386.877,407.626,433.485,747.474,483.754,590.276,524.124,497.3459763718728,-0.006143711659509854,0.023163752858915223,0.2019149840339549,NA,NS
MRPL54,MRPL54,726,558,600,603,1116,718,813,671,709.5981045278106,-0.003996332026000377,0.02009859786611718,0.39521312473273956,NA,NS
MRPL55,MRPL55,64,32,50,51,193,44,46,48,60.92053254897545,-6.953827386922802e-4,0.02277459106909954,0.5277948968987869,NA,NS
MRPL57,MRPL57,838,636,593,671,1159,849,976,778,794.927889933897,-0.01037162140521184,0.02667505017470164,0.09126083713422235,NA,NS
MRPL58,MRPL58,1571,1177,1255,1280,2366,1529,1611,1414,1492.0246282833443,-0.0025170310605016244,0.01796912992294547,0.5827152596316058,NA,NS
MRPS10,MRPS10,848,602,621,637,1219,820,822,721,767.6114753749196,-0.00313345702821132,0.019556565595602378,0.48870737449837576,NA,NS
MRPS11,MRPS11,1774.999,1253,1309,1314,2454,1782.999,1795,1531.001,1615.0015936699936,-0.006110540146923904,0.021485490899725856,0.24620788722641493,NA,NS
MRPS12,MRPS12,1522,1321,1236,1353,2161,1705,1647,1510.001,1533.3849091521397,-0.0025046849330003624,0.01612903362728434,0.5822902682561619,NA,NS
MRPS14,MRPS14,1114,872,819,893,1753,1140,1251,1016,1077.4048368146628,-0.01441191034730902,0.030294765195986333,0.0479630451794959,NA,NS
MRPS16,MRPS16,134,97,116,132,271,117,190,139,144.2361509134328,-0.0038075324325550814,0.023266005602458433,0.19875769883755334,NA,NS
MRPS17,MRPS17,1973,1591,1552,1709,2966,2114,2220,1651,1927.5972204609648,-0.0031249704904142105,0.01712382487781057,0.505549695328142,NA,NS
MRPS18A,MRPS18A,2662.999,2299,2079,2255,3778,2831,2875,2455,2608.6397684824765,-0.001503716672218143,0.01358844279633562,0.7164943268031003,NA,NS
MRPS18B,MRPS18B,2126,1961,1800,1915,3269,2519,2551,2170,2247.3414634243063,-0.015047476317668469,0.027999793836134858,0.06061514469045426,NA,NS
MRPS18C,MRPS18C,2290,1677,2018,2020,3740,2176,2387,2067,2244.303386841269,-4.425270070269396e-4,0.018490657106210156,0.9170424013068703,NA,NS
MRPS2,MRPS2,1283,935,1034,1065,1874,1250,1332,1201,1222.1086170194994,-0.0027962192935345395,0.018510208475703987,0.5426949186849315,NA,NS
MRPS23,MRPS23,1138,944,895,1023,1722,1065.001,1121,1025,1095.8078444756463,0.0036574371197270277,0.01925039130971136,0.43921473167684233,NA,NS
MRPS26,MRPS26,1824,1406,1443,1518,2808,1905,2058,1868,1812.3404504138414,-0.021105209052671287,0.035227315119553154,0.021561012212216936,NA,NS
MRPS27,MRPS27,2063,1851,1551,1618,2909,2197,2138,1834,1983.2949653474914,-9.002519558002156e-4,0.015735686851400525,0.8380055126501827,NA,NS
MRPS30,MRPS30,1787,1435,1305,1388,2570,1678,1842,1467,1646.8485895313836,-3.2685212319778696e-6,0.016415541762035496,0.9994080519136096,NA,NS
MRPS33,MRPS33,1686,1399,1345,1432,2426,1710,1770,1476,1625.6982491921076,0.001596889358877147,0.015118120433908496,0.7156232234181688,NA,NS
MRPS35,MRPS35,1548,1400,1355,1349,2494,1655,1599,1419,1571.0425091338905,0.0012817707937915804,0.016879834200506996,0.7737079333022329,NA,NS
MRPS36,MRPS36,1889,1422,1482,1630,2911,1907,1952,1682,1816.4140794238056,-0.0030785312230567348,0.018067425056567877,0.5111119382432374,NA,NS
MRPS9,MRPS9,2447,2124,1997,2205,3904,2709,2783,2202,2489.186942329283,-0.004723447124303356,0.017964334100838617,0.34578077622155906,NA,NS
MRRF,MRRF,1446,1295,1216.999,1313,2312,1514,1542,1307,1463.3430324729547,0.0014064897406330804,0.016414767882946213,0.7527482960048394,NA,NS
MRS2,MRS2,1275,1120.001,1047,1259,1969,1463,1440.001,1256,1329.1759876753931,-0.0028569484344664444,0.016930168812375374,0.5386349847589044,NA,NS
MRTFA,MRTFA,468,438,313,421,619,637,637,505,495.73107475153415,-0.011047298626914032,0.029392540495704986,0.03236995186982858,NA,NS
MSANTD1,MSANTD1,90,67,54,55,97,82,72,54,70.1527232528532,0.0019356730386653645,0.02236186574813348,0.4448234096924895,NA,NS
MSANTD4,MSANTD4,1288,1190,1094.999,1255,2090.999,1484,1554,1203,1366.3218730757706,-0.00297985182690087,0.017147043329529477,0.5236160332867301,NA,NS
MSC,MSC,40,39,30,30,53,37,39,42,38.351397487540375,3.2220111437722323e-4,0.02229530487865717,0.8723525473300395,NA,NS
MSH3,MSH3,1354,1011,996,1085,1925,1403,1371,1172,1261.3307924258686,-0.004384744798048131,0.019124769902383404,0.37504698659686503,NA,NS
MSH5,MSH5,94,80,99,89,121,100,163,83,102.56100541738611,-3.098535282819463e-4,0.021900113249046768,0.9019988253266744,NA,NS
MSI1,MSI1,391,340,304,385,584,483,498,419,417.5303554163429,-0.009275386450383886,0.02649663622615272,0.08969350853843447,NA,NS
MSI2,MSI2,1197,1084,971,1155.999,1927,1232,1437,1142.001,1242.0887936221143,-0.0018501535920337265,0.017188617718376317,0.6817638730097844,NA,NS
MSL2,MSL2,1641,1378,1269,1330,2235,1628,1733,1442,1556.285209673329,0.0018056129238360912,0.015478476660964618,0.6839041611772925,NA,NS
MSRA,MSRA,1350,908.001,1043,1095,1774,1338,1408,1146,1234.8017412872482,-0.0014289913546861933,0.017902271578940872,0.7463440288984351,NA,NS
MSRB1,MSRB1,1564,1374,1265,1425,2315,1784,1687,1375,1569.43294411535,3.21418976030814e-4,0.014956877539251524,0.9407241678703189,NA,NS
MSRB2,MSRB2,140,113,99,100,153,110,161,102,120.84388990650301,0.002342889394094596,0.02211354529332685,0.43701743834995455,NA,NS
MSRB3,MSRB3,97,85,86,87,119,102,81,71,90.54265636107047,0.00535566959727419,0.02460942101869576,0.08671298248265921,NA,NS
MST1R,MST1R,173,180.001,171,153,266,205,194,161,185.52920412688349,0.002028405535148003,0.02111323899399835,0.5723984055342057,NA,NS
MSTO1,MSTO1,1055,814,775,757,1440,1024,987,894,949.0597014104201,-3.709517518208854e-4,0.01764608354639341,0.9322136358064772,NA,NS
